drive_voltage,drive_frequency
7.429999999999995e-05,1320.9361884557131
0.0001239398699139,1320.9361567299418
0.0002067441635839,1320.9359084142702
0.0003448700503374,1320.9356202106185
0.000575277916232,1320.9353786795082
0.000959621401106,1320.9347911020914
0.0016007449746936,1320.9340392818426
0.0026702035522068,1320.9330071460222
0.0044541679798697,1320.9318807334218
0.00743,1320.9305754727925
