% Module: Plotter, ID: c0p1t10p1cfm0
% Devices: DEV4934
% Time: 2023/12/11 18:09:44
% Demod 1 Sample Frequency,  /dev4934/demods/0/sample.Frequency
% Time (s), Osc Frequency (Hz)
% Demod 1 Sample Y,  /dev4934/demods/0/sample.Y
% Time (s), Amplitude (V)
-4191.158272, -0.000121065424111
-4189.93493333, -0.00011553463679
-4188.71159467, -0.000103622491934
-4187.488256, -8.41987937064e-05
-4186.26491733, -8.17078546285e-05
-4185.04157867, -7.81244017904e-05
-4183.81824, -9.60896316483e-05
-4182.59490133, -0.000110069834018
-4181.37156267, -0.000114612192522
-4180.148224, -0.000105828184715
-4178.92488533, -8.39996843702e-05
-4177.70154667, -7.86757062266e-05
-4176.478208, -9.69322190056e-05
-4175.25486933, -0.000115345500261
-4174.03153067, -0.000122734012733
-4172.808192, -0.000114210022304
-4171.58485333, -9.74426650028e-05
-4170.36151467, -0.000108620484691
-4169.138176, -0.000115297827651
-4167.91483733, -0.000118541303394
-4166.69149867, -0.000110366943224
-4165.46816, -0.00010262243418
-4164.24482133, -9.1361256848e-05
-4163.02148267, -8.14458189359e-05
-4161.798144, -6.93184141005e-05
-4160.57480533, -7.22248380021e-05
-4159.35146667, -7.11782786859e-05
-4158.128128, -7.86843803657e-05
-4156.90478933, -0.000110234486088
-4155.68145067, -0.000125991412829
-4154.458112, -0.00010875772764
-4153.23477333, -8.6019079024e-05
-4152.01143467, -8.89673522052e-05
-4150.788096, -8.34073253358e-05
-4149.56475733, -8.84889640678e-05
-4148.34141867, -9.84225585288e-05
-4147.11808, -0.000105434048164
-4145.89474133, -9.76218375856e-05
-4144.67140267, -8.54662124037e-05
-4143.448064, -8.11084119994e-05
-4142.22472533, -8.29896012241e-05
-4141.00138667, -1.01133880179e-05
-4139.778048, 1.91720430229e-05
-4138.55470933, -2.7017977633e-05
-4137.33137067, -8.71497244912e-05
-4136.108032, -0.000117118423751
-4134.88469333, -0.000137332662138
-4133.66135467, -0.000142235648227
-4132.438016, -0.000138521090689
-4131.21467733, -0.000134056644045
-4129.99133867, -0.000115922758577
-4128.768, -9.62651250632e-05
-4127.54466133, -6.53538539409e-05
-4126.32132267, -5.82467006224e-05
-4125.097984, -6.97789003415e-05
-4123.87464533, -7.3561279355e-05
-4122.65130667, -7.98296491517e-05
-4121.427968, -7.17606111458e-05
-4120.20462933, -7.65273031773e-05
-4118.98129067, -8.10034053445e-05
-4117.757952, -8.30251048696e-05
-4116.53461333, -9.72083563043e-05
-4115.31127467, -9.951859902e-05
-4114.087936, -8.608449164e-05
-4112.86459733, -9.39187547738e-05
-4111.64125867, -8.89576092344e-05
-4110.41792, -7.92183453862e-05
-4109.19458133, -7.60705067394e-05
-4107.97124267, -7.24790994067e-05
-4106.747904, -6.74517075744e-05
-4105.52456533, -8.14384298763e-05
-4104.30122667, -8.83647154887e-05
-4103.077888, -8.919748602e-05
-4101.85454933, -6.88747573793e-05
-4100.63121067, -7.86295373072e-05
-4099.407872, -9.49612993243e-05
-4098.18453333, -0.000104272811304
-4096.96119467, -0.000126040225172
-4095.737856, -0.000138774628904
-4094.51451733, -0.000104785875319
-4093.29117867, -8.10574702651e-05
-4092.06784, -6.20416550993e-05
-4090.84450133, -5.06261394199e-05
-4089.62116267, -4.66477051281e-05
-4088.397824, -4.33476043501e-05
-4087.17448533, -5.79680900626e-05
-4085.95114667, -8.72097131854e-05
-4084.727808, -9.1561081102e-05
-4083.50446933, -8.01871121915e-05
-4082.28113067, -6.7704722895e-05
-4081.057792, -5.50328224771e-05
-4079.83445333, -5.07764618195e-05
-4078.61111467, -6.38710505967e-05
-4077.387776, -6.59693065931e-05
-4076.16443733, -5.93017798682e-05
-4074.94109867, -6.1670356332e-05
-4073.71776, -7.90105258696e-05
-4072.49442133, -9.45913323129e-05
-4071.27108267, -9.21341403098e-05
-4070.047744, -9.00255859519e-05
-4068.82440533, -7.83740764951e-05
-4067.60106667, -6.74676307438e-05
-4066.377728, -8.55651983872e-05
-4065.15438933, -8.0438472566e-05
-4063.93105067, -6.35856749056e-05
-4062.707712, -6.13602444847e-05
-4061.48437333, -7.32226647392e-05
-4060.26103467, -8.4585357446e-05
-4059.037696, -6.70427875869e-05
-4057.81435733, -4.86740073059e-05
-4056.59101867, -4.6382367815e-05
-4055.36768, -5.34978478581e-05
-4054.14434133, -6.67776688851e-05
-4052.92100267, -6.21020579731e-05
-4051.697664, -4.46999836434e-05
-4050.47432533, -4.26755940184e-05
-4049.25098667, -4.82926435594e-05
-4048.027648, -6.6013289991e-05
-4046.80430933, -7.56091880033e-05
-4045.58097067, -7.8258770297e-05
-4044.357632, -9.77881191959e-05
-4043.13429333, -9.65906224144e-05
-4041.91095467, -6.89277658759e-05
-4040.687616, -5.65248317174e-05
-4039.46427733, -6.15865786e-05
-4038.24093867, -7.15973640957e-05
-4037.0176, -7.25147318556e-05
-4035.79426133, -6.13156560655e-05
-4034.57092267, -6.71166255979e-05
-4033.347584, -6.33071547445e-05
-4032.12424533, -6.54758915924e-05
-4030.90090667, -6.94455359402e-05
-4029.677568, -5.88902761322e-05
-4028.45422933, -4.10978537252e-05
-4027.23089067, -4.21730694287e-05
-4026.007552, -3.41925536093e-05
-4024.78421333, -3.5731788193e-05
-4023.56087467, -4.787805386e-05
-4022.337536, -4.87383859499e-05
-4021.11419733, -5.32820277613e-05
-4019.89085867, -6.68249078178e-05
-4018.66752, -7.32641134285e-05
-4017.44418133, -5.37652968375e-05
-4016.22084267, -4.9405599833e-05
-4014.997504, -5.77230593695e-05
-4013.77416533, -6.64143464735e-05
-4012.55082667, -7.55762379733e-05
-4011.327488, -7.73458356183e-05
-4010.10414933, -7.15550066927e-05
-4008.88081067, -5.94190192986e-05
-4007.657472, -4.24773874875e-05
-4006.43413333, -3.6865860539e-05
-4005.21079467, -4.85844322405e-05
-4003.987456, -4.9355520136e-05
-4002.76411733, -5.7707054664e-05
-4001.54077867, -5.21811021954e-05
-4000.31744, -4.70394080042e-05
-3999.09410133, -5.61186236908e-05
-3997.87076267, -5.70361113915e-05
-3996.647424, -4.17608188695e-05
-3995.42408533, -3.78996116005e-05
-3994.20074667, -4.12327250376e-05
-3992.977408, -4.9315353572e-05
-3991.75406933, -4.29409472842e-05
-3990.53073067, -3.54152615832e-05
-3989.307392, -4.52720490564e-05
-3988.08405333, -5.83708310333e-05
-3986.86071467, -6.61952501624e-05
-3985.637376, -5.1897952203e-05
-3984.41403733, -2.76465605483e-05
-3983.19069867, -2.09449499693e-05
-3981.96736, -1.87436890878e-05
-3980.74402133, -3.65092624907e-05
-3979.52068267, -6.51383156753e-05
-3978.297344, -7.00920774727e-05
-3977.07400533, -4.89937776336e-05
-3975.85066667, -4.37058224849e-05
-3974.627328, -6.11290223404e-05
-3973.40398933, -6.33343742061e-05
-3972.18065067, -4.85727188144e-05
-3970.957312, -3.91614208518e-05
-3969.73397333, -4.86639068762e-05
-3968.51063467, -4.44490327218e-05
-3967.287296, -3.64940926438e-05
-3966.06395733, -4.44928914522e-05
-3964.84061867, -5.04013533084e-05
-3963.61728, -5.9337159437e-05
-3962.39394133, -5.92875689565e-05
-3961.17060267, -7.07553988942e-05
-3959.947264, -8.16963403159e-05
-3958.72392533, -5.23757264563e-05
-3957.50058667, -2.99294573625e-05
-3956.277248, -1.99684401905e-05
-3955.05390933, -2.02808232312e-05
-3953.83057067, -1.57240913339e-06
-3952.607232, -9.15309269323e-07
-3951.38389333, -7.07930461114e-06
-3950.16055467, -2.01135430994e-05
-3948.937216, -4.1807939634e-05
-3947.71387733, -3.97722413092e-05
-3946.49053867, -4.78208828873e-05
-3945.2672, -4.82370991724e-05
-3944.04386133, -5.81196662272e-05
-3942.82052267, -6.24200463239e-05
-3941.597184, -5.19323692916e-05
-3940.37384533, -3.49251978336e-05
-3939.15050667, -2.77310845127e-05
-3937.927168, -2.45168991299e-05
-3936.70382933, -2.15953414228e-05
-3935.48049067, -2.79821323322e-05
-3934.257152, -3.305590815e-05
-3933.03381333, -3.21406142426e-05
-3931.81047467, -2.86640321632e-05
-3930.587136, -2.31158947906e-05
-3929.36379733, -3.68748354163e-05
-3928.14045867, -4.80354710803e-05
-3926.91712, -4.7314830385e-05
-3925.69378133, -4.1081929965e-05
-3924.47044267, -4.10631364893e-05
-3923.247104, -5.01000816266e-05
-3922.02376533, -4.56700686153e-05
-3920.80042667, -3.53686205818e-05
-3919.577088, -2.69172923904e-05
-3918.35374933, -1.77397755051e-05
-3917.13041067, -2.2987061284e-05
-3915.907072, -3.83833397602e-05
-3914.68373333, -4.78084055036e-05
-3913.46039467, -4.89778603727e-05
-3912.237056, -6.52825742721e-05
-3911.01371733, -5.4367449655e-05
-3909.79037867, -2.95342206654e-05
-3908.56704, -6.69161531912e-06
-3907.34370133, -4.36767395103e-06
-3906.12036267, -1.31028233305e-05
-3904.897024, -1.70449977001e-05
-3903.67368533, -2.18958845974e-05
-3902.45034667, -2.60003671705e-05
-3901.227008, -2.62791354848e-05
-3900.00366933, -3.90196107008e-05
-3898.78033067, -3.97531955443e-05
-3897.556992, -3.49340521793e-05
-3896.33365333, -1.89449354965e-05
-3895.11031467, -8.41610342293e-06
-3893.886976, -1.18856757627e-05
-3892.66363733, -1.86394328012e-05
-3891.44029867, -1.09372841149e-05
-3890.21696, -8.76213368621e-06
-3888.99362133, -1.47765824028e-05
-3887.77028267, -1.60153896168e-05
-3886.546944, -2.54064749032e-05
-3885.32360533, -1.60585352019e-05
-3884.10026667, -2.39216006607e-05
-3882.876928, -2.89542592511e-05
-3881.65358933, -2.55117645711e-05
-3880.43025067, -5.84087612634e-06
-3879.206912, -2.02056404657e-05
-3877.98357333, -2.74199375117e-05
-3876.76023467, -2.59073723164e-05
-3875.536896, -3.21072837108e-05
-3874.31355733, -3.38109547079e-05
-3873.09021867, -2.10886129982e-05
-3871.86688, -9.77273204585e-06
-3870.64354133, 7.97702335735e-07
-3869.42020267, -7.4580089816e-06
-3868.196864, -3.28595036846e-05
-3866.97352533, -4.26028933766e-05
-3865.75018667, -3.62659334201e-05
-3864.526848, -9.25337675475e-06
-3863.30350933, 1.3303155117e-06
-3862.08017067, 3.65465510673e-06
-3860.856832, -1.19349294638e-05
-3859.63349333, -2.0412691298e-05
-3858.41015467, -1.48827967371e-05
-3857.186816, -2.17556425388e-05
-3855.96347733, -3.21586473057e-05
-3854.74013867, -3.4951317149e-05
-3853.5168, -2.32755282561e-05
-3852.29346133, -2.0247729036e-05
-3851.07012267, -2.10453279745e-05
-3849.846784, -1.15744560882e-05
-3848.62344533, 1.05974364136e-05
-3847.40010667, 1.59278411366e-05
-3846.176768, -5.87759158708e-06
-3844.95342933, -2.25196645649e-05
-3843.73009067, -2.90934602476e-05
-3842.506752, -3.71563322351e-05
-3841.28341333, -2.5634380656e-05
-3840.06007467, -1.31819086019e-06
-3838.836736, 1.50914026633e-05
-3837.61339733, 1.01031457863e-05
-3836.39005867, -1.35595010093e-05
-3835.16672, -3.20238055354e-05
-3833.94338133, -1.96928647818e-05
-3832.72004267, 7.44227724478e-06
-3831.496704, 7.45077354071e-06
-3830.27336533, 4.88737370253e-06
-3829.05002667, -1.49323777642e-05
-3827.826688, -2.09542161312e-05
-3826.60334933, -1.77485429971e-05
-3825.38001067, -1.99980023373e-05
-3824.156672, -3.2443706306e-05
-3822.93333333, -1.16827537285e-05
-3821.70999467, 1.24272059135e-05
-3820.486656, 1.71062377958e-05
-3819.26331733, -4.28684983407e-06
-3818.03997867, -1.18462193898e-05
-3816.81664, -1.40596651885e-05
-3815.59330133, -2.46342667728e-05
-3814.36996267, -3.55554020171e-05
-3813.146624, -2.8751132195e-05
-3811.92328533, -1.83920434701e-05
-3810.69994667, -1.67999587352e-05
-3809.476608, -1.24536312845e-05
-3808.25326933, -2.86345208288e-05
-3807.02993067, -6.78073720937e-06
-3805.806592, 4.30884921395e-06
-3804.58325333, 3.40054732083e-06
-3803.35991467, 8.60829932668e-06
-3802.136576, 1.58772344092e-05
-3800.91323733, -5.81079463019e-06
-3799.68989867, -1.25889410011e-05
-3798.46656, -7.63627166903e-06
-3797.24322133, -2.193387273e-05
-3796.01988267, -4.16910257571e-05
-3794.796544, -3.7500835174e-05
-3793.57320533, -1.51162806214e-05
-3792.34986667, -1.12334940605e-05
-3791.126528, -6.82549697255e-06
-3789.90318933, -2.94500642043e-06
-3788.67985067, 9.58875474269e-06
-3787.456512, 1.08957515262e-05
-3786.23317333, 9.9745763858e-06
-3785.00983467, 6.87756662261e-06
-3783.786496, 1.52357646573e-05
-3782.56315733, 1.58825088483e-05
-3781.33981867, -8.79945948587e-06
-3780.11648, -2.45698296356e-05
-3778.89314133, -3.08193610526e-05
-3777.66980267, -2.639805704e-05
-3776.446464, -2.69643068034e-05
-3775.22312533, -2.31219402774e-05
-3773.99978667, -4.05610686198e-06
-3772.776448, 2.76901965316e-06
-3771.55310933, 5.78398580324e-06
-3770.32977067, 7.31120622276e-06
-3769.106432, 1.23435209436e-05
-3767.88309333, -8.72438425343e-07
-3766.65975467, -7.67789583815e-06
-3765.436416, -5.76424757249e-06
-3764.21307733, -7.52830489986e-06
-3762.98973867, -1.37311953155e-05
-3761.7664, -6.95528527841e-06
-3760.54306133, -5.75806796476e-06
-3759.31972267, -2.60930411978e-05
-3758.096384, -4.4682550284e-05
-3756.87304533, -3.86178682517e-05
-3755.64970667, -1.38393759691e-05
-3754.426368, -4.22800855345e-06
-3753.20302933, 1.9460509995e-05
-3751.97969067, 4.93547065477e-05
-3750.756352, 4.92471846819e-05
-3749.53301333, 3.25873262034e-05
-3748.30967467, 2.11339571032e-05
-3747.086336, 7.3228174333e-06
-3745.86299733, -3.65342751605e-05
-3744.63965867, -4.17683178256e-05
-3743.41632, -3.42487857353e-05
-3742.19298133, -1.79366786404e-05
-3740.96964267, -3.65041895284e-05
-3739.746304, -3.05703510443e-05
-3738.52296533, -1.57340097845e-05
-3737.29962667, -4.87112675222e-06
-3736.076288, -1.80717868801e-06
-3734.85294933, 3.76002453814e-07
-3733.62961067, 4.45683601849e-06
-3732.406272, 1.11476643372e-05
-3731.18293333, 1.0276493857e-05
-3729.95959467, 3.16351224485e-05
-3728.736256, 4.21822174225e-05
-3727.51291733, 1.39828948328e-05
-3726.28957867, -7.02884027653e-06
-3725.06624, -1.02709275424e-05
-3723.84290133, -1.16790574261e-05
-3722.61956267, -9.56225138062e-06
-3721.396224, -8.91402772335e-06
-3720.17288533, -1.11626397973e-05
-3718.94954667, 1.84259547987e-06
-3717.726208, -8.3590878415e-06
-3716.50286933, -1.38276761324e-05
-3715.27953067, -2.3821350868e-06
-3714.056192, -1.01458068817e-05
-3712.83285333, -9.9756859855e-06
-3711.60951467, -3.82289594635e-06
-3710.386176, -3.28077140933e-06
-3709.16283733, -4.57643113259e-07
-3707.93949867, -2.95580167933e-06
-3706.71616, 1.53230224437e-06
-3705.49282133, 3.25787217836e-06
-3704.26948267, 1.21754597197e-05
-3703.046144, -4.23239850329e-06
-3701.82280533, -4.53919809499e-06
-3700.59946667, -4.62422250178e-06
-3699.376128, -2.41054095742e-05
-3698.15278933, -1.60129169465e-05
-3696.92945067, -6.9488906045e-06
-3695.706112, -1.12006604262e-05
-3694.48277333, -1.0963873149e-05
-3693.25943467, -1.262375868e-06
-3692.036096, 6.0507700863e-06
-3690.81275733, 2.22573771739e-05
-3689.58941867, 1.43552972914e-05
-3688.36608, 8.25103185532e-06
-3687.14274133, 1.54233608626e-05
-3685.91940267, 1.5370668466e-05
-3684.696064, 8.18311170937e-06
-3683.47272533, 6.60752444137e-07
-3682.24938667, -2.14534615525e-05
-3681.026048, -1.24056750707e-05
-3679.80270933, 1.56781061661e-06
-3678.57937067, -1.00336823633e-06
-3677.356032, -4.22760796314e-06
-3676.13269333, -6.39116195235e-06
-3674.90935467, -1.2111392449e-05
-3673.686016, -3.86607757278e-06
-3672.46267733, 1.22748835165e-05
-3671.23933867, 2.29930955449e-05
-3670.016, 1.67244551429e-05
-3668.79266133, 4.15224262769e-06
-3667.56932267, 1.9769622139e-06
-3666.345984, 1.58350235348e-05
-3665.12264533, 1.72288615617e-05
-3663.89930667, 4.54018361805e-06
-3662.675968, 3.70242579648e-06
-3661.45262933, 1.12465433784e-05
-3660.22929067, 6.65859025228e-06
-3659.005952, 5.77789659421e-06
-3657.78261333, 7.46038829896e-06
-3656.55927467, 2.99710898034e-05
-3655.335936, 1.72684644632e-05
-3654.11259733, -9.31116633811e-06
-3652.88925867, -3.71693579194e-05
-3651.66592, -4.2284751998e-05
-3650.44258133, -4.13143066129e-05
-3649.21924267, -2.89377818728e-05
-3647.995904, -1.7176388958e-05
-3646.77256533, 2.6167120272e-06
-3645.54922667, 1.72375634704e-05
-3644.325888, 1.92525191344e-05
-3643.10254933, 6.23762065004e-06
-3641.87921067, 1.44521012985e-05
-3640.655872, 8.72332723859e-06
-3639.43253333, -3.41889530232e-06
-3638.20919467, -6.55648817251e-06
-3636.985856, -1.26249427257e-05
-3635.76251733, -2.35386451881e-05
-3634.53917867, -1.43920984241e-05
-3633.31584, -6.69400586246e-07
-3632.09250133, 9.59667142344e-06
-3630.86916267, 1.15879444012e-05
-3629.645824, 6.4645450157e-06
-3628.42248533, -8.9037713116e-06
-3627.19914667, -5.84734111035e-06
-3625.975808, 5.68802256315e-06
-3624.75246933, -1.3630323367e-05
-3623.52913067, -1.66125456906e-05
-3622.305792, -3.22556321102e-06
-3621.08245333, -2.92682210194e-06
-3619.85911467, 4.70048532495e-06
-3618.635776, 7.07070964474e-06
-3617.41243733, 1.0520739913e-05
-3616.18909867, 2.65000793562e-05
-3614.96576, 3.29394072711e-05
-3613.74242133, 1.04322750381e-05
-3612.51908267, -1.70559383059e-05
-3611.295744, -2.93906976659e-05
-3610.07240533, -3.893862233e-05
-3608.84906667, -3.01929547961e-05
-3607.625728, -1.9128535843e-05
-3606.40238933, 9.97789514061e-07
-3605.17905067, 1.20457523591e-05
-3603.955712, 1.53517727747e-05
-3602.73237333, 1.00751877733e-05
-3601.50903467, -5.28836755588e-06
-3600.285696, -2.9598891185e-06
-3599.06235733, 1.05609490175e-05
-3597.83901867, 1.7796677645e-05
-3596.61568, 2.95755056917e-06
-3595.39234133, -1.13442218304e-05
-3594.16900267, -1.53519068957e-05
-3592.945664, -2.39913281898e-05
-3591.72232533, -1.83488600712e-05
-3590.49898667, -1.94099357639e-06
-3589.275648, 8.75190799819e-06
-3588.05230933, 1.58556657526e-05
-3586.82897067, 1.29295248905e-05
-3585.605632, 5.10534091615e-06
-3584.38229333, -1.58261945953e-06
-3583.15895467, -2.54914225007e-06
-3581.935616, -1.5645989813e-05
-3580.71227733, -2.38003996403e-05
-3579.48893867, -2.48957323038e-05
-3578.2656, -1.88554431489e-05
-3577.04226133, -1.30619572105e-05
-3575.81892267, -3.8306619626e-06
-3574.595584, -1.36171458365e-06
-3573.37224533, -3.83355649346e-06
-3572.14890667, -9.78344813203e-06
-3570.925568, 2.16422022171e-05
-3569.70222933, 3.53145698413e-05
-3568.47889067, 2.74005277886e-05
-3567.255552, 1.78848600978e-05
-3566.03221333, 1.06837275838e-05
-3564.80887467, 6.39924111442e-06
-3563.585536, 9.25489757991e-06
-3562.36219733, -1.46986622702e-05
-3561.13885867, -2.12165218383e-05
-3559.91552, -4.57128904194e-06
-3558.69218133, -1.19172213632e-05
-3557.46884267, -1.61028878756e-05
-3556.245504, -9.16163093889e-06
-3555.02216533, 3.66175524499e-06
-3553.79882667, 7.7599010466e-06
-3552.575488, 2.36680334945e-07
-3551.35214933, -1.57017279958e-06
-3550.12881067, 1.40863020807e-05
-3548.905472, 1.83041842074e-05
-3547.68213333, 5.14388030356e-06
-3546.45879467, -1.22679429054e-05
-3545.235456, -1.64641665676e-05
-3544.01211733, -3.82690598532e-06
-3542.78877867, -8.39712501392e-06
-3541.56544, -7.7360771492e-06
-3540.34210133, -2.34346092852e-05
-3539.11876267, -3.38924352494e-05
-3537.895424, -2.28300381548e-05
-3536.67208533, -2.67818845942e-06
-3535.44874667, -4.45311076495e-06
-3534.225408, -5.41315675465e-07
-3533.00206933, 1.84174573211e-05
-3531.77873067, 2.93108596628e-05
-3530.555392, 1.7039507604e-05
-3529.33205333, 1.20463526537e-05
-3528.10871467, 2.96718128014e-05
-3526.885376, 3.74957557125e-05
-3525.66203733, 3.00278838194e-05
-3524.43869867, 2.61934889223e-05
-3523.21536, 1.42962799401e-05
-3521.99202133, -1.25501392802e-05
-3520.76868267, -2.97170700528e-05
-3519.545344, -3.37484537571e-05
-3518.32200533, -2.82938577667e-05
-3517.09866667, -1.89983806248e-05
-3515.875328, -1.80046507804e-05
-3514.65198933, -7.42906308216e-06
-3513.42865067, 1.98562749041e-06
-3512.205312, 1.23777259203e-05
-3510.98197333, 1.77041879602e-05
-3509.75863467, 2.8653111646e-05
-3508.535296, 1.82924743264e-05
-3507.31195733, 9.66494784661e-06
-3506.08861867, 4.78765094012e-06
-3504.86528, -8.18384080737e-06
-3503.64194133, -1.44697172278e-05
-3502.41860267, -1.57078372935e-06
-3501.195264, -3.00789319051e-06
-3499.97192533, -2.0611823677e-05
-3498.74858667, -2.84602014153e-05
-3497.525248, -3.1411351993e-05
-3496.30190933, -2.94706343394e-05
-3495.07857067, -1.98883605334e-05
-3493.855232, 1.86865098434e-06
-3492.63189333, 7.19148230528e-06
-3491.40855467, 1.39679370979e-05
-3490.185216, 9.42677800109e-06
-3488.96187733, 1.15914705412e-05
-3487.73853867, 1.85436763555e-05
-3486.5152, 2.3291363981e-05
-3485.29186133, 3.75119867101e-05
-3484.06852267, 2.65303469674e-05
-3482.845184, 8.00347708876e-06
-3481.62184533, -7.9562688798e-06
-3480.39850667, -5.48842046542e-06
-3479.175168, -8.66653440428e-06
-3477.95182933, -6.48391337988e-06
-3476.72849067, -1.03150604231e-05
-3475.505152, -1.01101183029e-05
-3474.28181333, 4.66925227937e-07
-3473.05847467, -5.6708048608e-07
-3471.835136, -7.54071906355e-06
-3470.61179733, 4.74902883495e-06
-3469.38845867, 1.73772796803e-05
-3468.16512, 8.44913380734e-06
-3466.94178133, 1.77028591584e-05
-3465.71844267, 3.14467410153e-06
-3464.495104, -8.20857991772e-07
-3463.27176533, -4.01691282256e-06
-3462.04842667, -4.93331810224e-06
-3460.825088, -1.05027458454e-05
-3459.60174933, -1.15850421894e-06
-3458.37841067, 6.53417151092e-06
-3457.155072, 3.71817112265e-06
-3455.93173333, 5.4922999285e-06
-3454.70839467, 9.98738168633e-06
-3453.485056, 2.68446023837e-06
-3452.26171733, -2.33042360466e-05
-3451.03837867, -1.34264648495e-05
-3449.81504, 1.33850155694e-05
-3448.59170133, 2.48363651745e-05
-3447.36836267, 1.83606585784e-05
-3446.145024, -9.73214716633e-06
-3444.92168533, -3.74315170979e-05
-3443.69834667, -4.40253736106e-05
-3442.475008, -4.92012391005e-05
-3441.25166933, -2.09474551358e-05
-3440.02833067, 1.5812778365e-05
-3438.804992, 3.11088371814e-05
-3437.58165333, 3.63998552507e-05
-3436.35831467, 2.8954936946e-05
-3435.134976, 1.15835627231e-05
-3433.91163733, 4.0609801199e-06
-3432.68829867, 1.35835742416e-06
-3431.46496, 6.40779767615e-06
-3430.24162133, 3.33049482912e-06
-3429.01828267, -8.00949067012e-06
-3427.794944, -9.85521051807e-06
-3426.57160533, -1.26973993501e-05
-3425.34826667, -7.18932396251e-06
-3424.124928, -1.05087824695e-05
-3422.90158933, -1.63657861963e-06
-3421.67825067, 1.2819483678e-05
-3420.454912, 3.5160675216e-05
-3419.23157333, 1.85122376972e-05
-3418.00823467, 1.14505785574e-06
-3416.784896, -5.57075772659e-07
-3415.56155733, -1.52018645547e-05
-3414.33821867, -2.61354659567e-05
-3413.11488, -2.92836738792e-05
-3411.89154133, -1.01423356899e-05
-3410.66820267, -1.83717510304e-06
-3409.444864, 4.51646666291e-06
-3408.22152533, 1.23960709475e-05
-3406.99818667, 2.49271219222e-06
-3405.774848, -6.98155230401e-06
-3404.55150933, -2.07999817722e-05
-3403.32817067, -1.74707418897e-05
-3402.104832, -7.99353854955e-06
-3400.88149333, 8.11389171287e-06
-3399.65815467, 1.16442710618e-05
-3398.434816, 2.71647833461e-05
-3397.21147733, 3.06050611901e-05
-3395.98813867, 5.46588223839e-06
-3394.7648, -5.81671899453e-06
-3393.54146133, -1.60180554921e-05
-3392.31812267, -2.55630407214e-05
-3391.094784, -1.98083003741e-05
-3389.87144533, -8.44527679622e-07
-3388.64810667, 8.8283592997e-06
-3387.424768, 5.34855595436e-06
-3386.20142933, -1.9063212444e-06
-3384.97809067, -6.37541839871e-06
-3383.754752, -1.26298484799e-05
-3382.53141333, 8.35934899329e-06
-3381.30807467, 2.14014669393e-05
-3380.084736, 2.32673244266e-05
-3378.86139733, 1.94644851744e-05
-3377.63805867, 1.67533992698e-05
-3376.41472, 1.76654358699e-05
-3375.19138133, -8.3275818273e-06
-3373.96804267, -2.68313793585e-06
-3372.744704, 3.75260593649e-06
-3371.52136533, 6.81459595309e-06
-3370.29802667, -3.14888325398e-06
-3369.074688, -1.40978896576e-05
-3367.85134933, -1.15782764672e-05
-3366.62801067, -7.08405851915e-06
-3365.404672, 3.09681242224e-06
-3364.18133333, 2.30467173346e-05
-3362.95799467, 1.63092799199e-05
-3361.734656, 4.98662910958e-06
-3360.51131733, 2.60578087484e-07
-3359.28797867, 4.46235742916e-07
-3358.06464, -6.30381731231e-06
-3356.84130133, -1.54937300452e-05
-3355.61796267, -2.596292143e-05
-3354.394624, -1.25847525281e-05
-3353.17128533, 3.37755296443e-06
-3351.94794667, -2.57841783887e-06
-3350.724608, 7.21758862209e-06
-3349.50126933, 2.70333525018e-05
-3348.27793067, 1.25857339152e-05
-3347.054592, -3.93204735205e-06
-3345.83125333, -1.74731826546e-05
-3344.60791467, -1.85991782019e-05
-3343.384576, -2.43370913929e-05
-3342.16123733, -1.61276063065e-05
-3340.93789867, 5.81786581723e-06
-3339.71456, 1.63328834336e-05
-3338.49122133, 1.68300538207e-05
-3337.26788267, 8.45409332806e-06
-3336.044544, 1.04776398227e-05
-3334.82120533, 1.17704410564e-05
-3333.59786667, 4.71602562924e-06
-3332.374528, 5.21052364175e-06
-3331.15118933, 1.50993884725e-05
-3329.92785067, 1.58257721439e-05
-3328.704512, 1.15832932995e-06
-3327.48117333, -5.86760991647e-06
-3326.25783467, -4.27917303484e-06
-3325.034496, -4.68982536868e-06
-3323.81115733, 2.49317245749e-08
-3322.58781867, 1.13556445626e-05
-3321.36448, 4.80376908706e-06
-3320.14114133, -6.36565415764e-06
-3318.91780267, -1.04868480822e-05
-3317.694464, -2.54697445384e-05
-3316.47112533, -1.86011291594e-05
-3315.24778667, -1.45763882822e-05
-3314.024448, -4.29059576705e-06
-3312.80110933, -1.02692861856e-06
-3311.57777067, -6.00804518009e-07
-3310.354432, -7.50622339306e-07
-3309.13109333, 2.8470402288e-06
-3307.90775467, 1.07338279603e-05
-3306.684416, 1.79385179289e-05
-3305.46107733, 6.36800097874e-06
-3304.23773867, 2.73906105197e-06
-3303.0144, 1.84249686848e-05
-3301.79106133, 4.42378377296e-06
-3300.56772267, -2.57892265356e-05
-3299.344384, -3.74260618614e-05
-3298.12104533, -3.59905033583e-05
-3296.89770667, -1.18040906423e-05
-3295.674368, 1.58965974559e-05
-3294.45102933, 2.4917030946e-05
-3293.22769067, 1.86167415463e-05
-3292.004352, -1.19662446363e-05
-3290.78101333, -7.54650812527e-06
-3289.55767467, 6.98180459319e-06
-3288.334336, 1.03361286373e-05
-3287.11099733, 9.44642937819e-06
-3285.88765867, 1.00590548554e-05
-3284.66432, 4.63545911903e-06
-3283.44098133, -1.43966544003e-05
-3282.21764267, -1.19052615564e-05
-3280.994304, -2.82430466083e-06
