#Procedure: <__main__.lockin_reader>
#Parameters:
#	delay: 1 s
#	SR830 address: 25
#	SR830 bus: 2
#Data:
UTC,timestamp,X channel,Y channel
1698979753.9731777,19.2993426322937,5.744718873756938e-05,0.0014436610508710146
1698979774.2494032,39.575568199157715,5.74077021155972e-05,0.0014435306657105684
1698979794.5173757,59.84354066848755,5.737789979320951e-05,0.0014433085452765226
1698979814.7834094,80.10957431793213,5.740695632994175e-05,0.0014434673357754946
1698979835.0453415,100.37150645256042,5.754330049967393e-05,0.001443561166524887
1698979855.3372478,120.66341280937195,5.72981771256309e-05,0.001443555229343474
1698979875.629123,140.9552879333496,5.734213482355699e-05,0.0014434121549129486
1698979895.9060392,161.23220419883728,5.7389075664104894e-05,0.0014435515040531754
1698979916.1977808,181.52394580841064,5.735405648010783e-05,0.0014434844488278031
1698979936.4787607,201.80492568016052,5.7399505749344826e-05,0.0014435977209359407
