#Procedure: <__main__.MCT_calib>
#Parameters:
#	Zero pressure paro sci period: 2.49138e-05 s
#	AH2500A address: GPIB1::3::INSTR
#	AH2500 avg. exponent: 7
#	Comments/Notes: 
#	HP counter address: GPIB0::9::INSTR
#	counter gate time: 4 s
#Data:
UTC,timestamp,C,Loss,Vex,Period,P_paro
3827747425.0333686,2082845214.4746568,12.7034,0.01347,0.25,2.493119119895e-05,0.460555145132488
3827747430.20131,2082845219.6425984,12.70702,0.0136,0.25,2.493117402394e-05,0.4600997922033022
3827747435.3592834,2082845224.8005717,12.71051,0.0136,0.25,2.49311574373e-05,0.45966003755969814
3827747440.520223,2082845229.9615114,12.71385,0.01345,0.25,2.493114156113e-05,0.45923911849046145
3827747445.7141256,2082845235.1554139,12.7171,0.01326,0.25,2.493112609729e-05,0.45882913060454217
3827747450.899105,2082845240.3403933,12.72015,0.01311,0.25,2.493111113512e-05,0.4584324426123305
3827747456.0450077,2082845245.486296,12.72294,0.01299,0.25,2.493109694172e-05,0.4580561361546631
3827747461.2429466,2082845250.6842349,12.7257,0.01317,0.25,2.493108316318e-05,0.4576908281749419
3827747466.4208913,2082845255.8621795,12.72839,0.01301,0.25,2.493107005671e-05,0.45734333810750644
3827747471.6058264,2082845261.0471146,12.73098,0.0132,0.25,2.493105739022e-05,0.4570075126510792
3827747476.8047667,2082845266.246055,12.73342,0.01336,0.25,2.493104535687e-05,0.45668847310328264
3827747482.03374,2082845271.4750283,12.73583,0.0135,0.25,2.493103395927e-05,0.4563862887357097
3827747487.2246456,2082845276.6659338,12.73809,0.01372,0.25,2.493102315415e-05,0.45609981239855324
3827747492.3915977,2082845281.832886,12.7402,0.01372,0.25,2.493101294815e-05,0.45582922019949945
3827747497.5475273,2082845286.9888155,12.74226,0.01353,0.25,2.493100321006e-05,0.455571033413291
3827747502.7524705,2082845292.1937587,12.74415,0.01335,0.25,2.493099387225e-05,0.45532345900065013
3827747507.9464273,2082845297.3877156,12.74585,0.01359,0.25,2.493098508597e-05,0.4550905071120967
3827747513.1358795,2082845302.5771677,12.74759,0.01395,0.25,2.493097666748e-05,0.45486730626173244
3827747518.3478203,2082845307.7891085,12.74928,0.01368,0.25,2.493096846921e-05,0.4546499439247832
3827747523.524765,2082845312.9660532,12.75082,0.01399,0.25,2.493096088037e-05,0.4544487393342838
3827747528.6766987,2082845318.117987,12.75229,0.01336,0.25,2.493095376733e-05,0.45426014956796124
3827747533.861644,2082845323.302932,12.75364,0.01319,0.25,2.493094689488e-05,0.45407793847015737
3827747539.0486145,2082845328.4899027,12.75489,0.01291,0.25,2.493094048009e-05,0.4539078612983887
3827747544.2245207,2082845333.665809,12.75606,0.01281,0.25,2.493093438947e-05,0.4537463788179496
3827747549.397458,2082845338.8387463,12.75717,0.01298,0.25,2.493092883253e-05,0.45359904585647975
3827747554.5654,2082845344.0066884,12.75823,0.01327,0.25,2.493092357359e-05,0.4534596137756839
3827747559.7423406,2082845349.1836288,12.75925,0.01336,0.25,2.493091864692e-05,0.45332899120360515
3827747564.937281,2082845354.3785694,12.76023,0.01386,0.25,2.493091384446e-05,0.45320166178166754
3827747570.115246,2082845359.556534,12.76113,0.01387,0.25,2.493090956079e-05,0.4530880871714804
3827747575.2741647,2082845364.715453,12.76203,0.01382,0.25,2.493090548872e-05,0.4529801227403724
3827747580.4301,2082845369.8713882,12.76285,0.01352,0.25,2.493090166777e-05,0.4528788163069535
3827747585.6170444,2082845375.0583327,12.76359,0.01337,0.25,2.493089798313e-05,0.4527811238732404
3827747590.779978,2082845380.221266,12.76424,0.01306,0.25,2.493089442753e-05,0.45268685269116327
3827747595.9449224,2082845385.3862107,12.76487,0.0127,0.25,2.493089107093e-05,0.4525978576464659
3827747601.1099014,2082845390.5511897,12.76544,0.01283,0.25,2.493088807115e-05,0.45251832310050083
3827747606.2888,2082845395.730088,12.76596,0.01289,0.25,2.493088521543e-05,0.45244260805693676
3827747611.4667764,2082845400.9080646,12.7665,0.01325,0.25,2.493088249446e-05,0.4523704656791531
3827747616.651679,2082845406.0929673,12.767,0.01369,0.25,2.493087996495e-05,0.452303399550873
3827747621.8436184,2082845411.2849066,12.7675,0.01365,0.25,2.493087746194e-05,0.4522370360098225
3827747626.9865627,2082845416.427851,12.76799,0.01376,0.25,2.493087523427e-05,0.4521779726775213
3827747632.171501,2082845421.6127894,12.76844,0.01372,0.25,2.49308731034e-05,0.4521214758373832
3827747637.32544,2082845426.7667282,12.76887,0.01344,0.25,2.493087117279e-05,0.4520702885800198
3827747642.4914145,2082845431.9327028,12.76922,0.01319,0.25,2.493086938268e-05,0.4520228264609431
3827747647.6883526,2082845437.1296408,12.76956,0.01306,0.25,2.493086763571e-05,0.4519765081253559
3827747652.8762836,2082845442.3175719,12.76981,0.01287,0.25,2.493086609569e-05,0.45193567675600943
3827747658.075198,2082845447.5164864,12.77004,0.0125,0.25,2.493086467214e-05,0.4518979334110646
3827747663.2501383,2082845452.6914265,12.77029,0.01311,0.25,2.493086349785e-05,0.45186679882534847
3827747668.4190774,2082845457.8603656,12.77057,0.01341,0.25,2.493086221838e-05,0.45183287554051693
3827747673.62202,2082845463.063308,12.77079,0.01356,0.25,2.493086113658e-05,0.45180419318391174
3827747678.80196,2082845468.2432482,12.77108,0.01381,0.25,2.493085997165e-05,0.45177330675187255
3827747683.9549026,2082845473.396191,12.77133,0.01383,0.25,2.493085902904e-05,0.45174831480952227
3827747689.1048384,2082845478.5461266,12.77157,0.01362,0.25,2.493085811628e-05,0.4517241142940508
3827747694.2637796,2082845483.7050679,12.77179,0.01334,0.25,2.49308570416e-05,0.45169562070002867
3827747699.491721,2082845488.9330094,12.77193,0.01309,0.25,2.493085608468e-05,0.451670249339725
3827747704.681657,2082845494.122945,12.77208,0.0129,0.25,2.493085501639e-05,0.4516419251602832
3827747709.8755984,2082845499.3168867,12.77219,0.01287,0.25,2.493085405986e-05,0.4516165641342488
3827747715.068535,2082845504.509823,12.77231,0.01308,0.25,2.49308532026e-05,0.4515938351078565
3827747720.2764816,2082845509.7177699,12.77238,0.0132,0.25,2.493085247365e-05,0.4515745080362638
3827747725.472419,2082845514.913707,12.77251,0.01352,0.25,2.493085190859e-05,0.4515595262736335
3827747730.6553583,2082845520.0966465,12.77268,0.0138,0.25,2.493085133314e-05,0.4515442690338833
3827747735.829334,2082845525.270622,12.7728,0.01374,0.25,2.493085080386e-05,0.4515302359250276
3827747740.991272,2082845530.4325602,12.77295,0.01376,0.25,2.493085033874e-05,0.4515179039270764
3827747746.130212,2082845535.5715,12.77305,0.01341,0.25,2.493084988963e-05,0.4515059964107991
3827747751.361149,2082845540.802437,12.77317,0.01321,0.25,2.493084947499e-05,0.4514950028173801
3827747756.5200567,2082845545.961345,12.77325,0.01315,0.25,2.4930849161e-05,0.45148667781595736
3827747761.697999,2082845551.1392872,12.77326,0.01278,0.25,2.493084885588e-05,0.45147858798975843
3827747766.9059744,2082845556.3472626,12.77329,0.01307,0.25,2.493084860168e-05,0.45147184823534897
3827747772.1448793,2082845561.5861676,12.77331,0.01322,0.25,2.493084824387e-05,0.4514623614075518
3827747777.3368177,2082845566.778106,12.77337,0.01333,0.25,2.493084792175e-05,0.45145382084939434
3827747782.5227547,2082845571.964043,12.77343,0.0137,0.25,2.493084764663e-05,0.4514465264298843
3827747787.667729,2082845577.1090171,12.77353,0.01399,0.25,2.493084734717e-05,0.4514385866690923
3827747792.9006352,2082845582.3419235,12.77362,0.01394,0.25,2.493084716846e-05,0.4514338484247272
3827747798.080613,2082845587.5219014,12.7737,0.01367,0.25,2.493084677679e-05,0.45142346384493576
3827747803.2425513,2082845592.6838396,12.77375,0.01345,0.25,2.493084653175e-05,0.45141696695330685
3827747808.4044557,2082845597.845744,12.77378,0.01323,0.25,2.493084636387e-05,0.4514125158506816
3827747813.571395,2082845603.0126832,12.77381,0.01291,0.25,2.493084617369e-05,0.4514074734947033
3827747818.741337,2082845608.182625,12.77379,0.01281,0.25,2.493084611164e-05,0.45140582832606024
3827747823.9492826,2082845613.3905709,12.77378,0.01298,0.25,2.493084594628e-05,0.45140144403742216
3827747829.1112156,2082845618.5525038,12.7738,0.01319,0.25,2.493084578333e-05,0.4513971236465252
3827747834.30219,2082845623.743478,12.77382,0.01341,0.25,2.493084568293e-05,0.45139446168119635
3827747839.4581294,2082845628.8994176,12.77386,0.01372,0.25,2.493084563158e-05,0.45139310020780277
3827747844.60904,2082845634.050328,12.77392,0.01387,0.25,2.493084564413e-05,0.4513934329535424
3827747849.7980103,2082845639.2392986,12.77401,0.01361,0.25,2.49308456589e-05,0.45139382455936333
3827747854.98795,2082845644.429238,12.77406,0.01348,0.25,2.493084556906e-05,0.4513914425776182
3827747860.235855,2082845649.6771433,12.77409,0.01343,0.25,2.493084551838e-05,0.45139009886845566
3827747865.4697933,2082845654.9110816,12.77411,0.01311,0.25,2.493084552713e-05,0.4513903308624026
3827747870.6757927,2082845660.117081,12.77408,0.01278,0.25,2.493084557922e-05,0.4513917119558233
3827747875.9067416,2082845665.3480299,12.77409,0.01282,0.25,2.493084557274e-05,0.45139154014769434
3827747881.14867,2082845670.5899584,12.77403,0.01284,0.25,2.493084558766e-05,0.4513919357305046
3827747886.378613,2082845675.8199012,12.774,0.01323,0.25,2.493084563889e-05,0.4513932940223288
3827747891.5675473,2082845681.0088356,12.77411,0.01307,0.25,2.493084562723e-05,0.45139298487371593
3827747896.7668495,2082845686.2081378,12.77413,0.01311,0.25,2.49308457482e-05,0.45139619222384414
3827747901.9597907,2082845691.401079,12.77411,0.01294,0.25,2.493084582284e-05,0.4513981711988233
3827747907.169732,2082845696.6110203,12.77408,0.01325,0.25,2.493084593381e-05,0.4514011134128758
3827747912.4107122,2082845701.8520005,12.7741,0.01359,0.25,2.493084608543e-05,0.45140513340459537
3827747917.641613,2082845707.0829012,12.77417,0.01378,0.25,2.49308461989e-05,0.45140814190253853
3827747922.8215494,2082845712.2628376,12.77422,0.01384,0.25,2.493084626079e-05,0.4514097828291259
3827747927.977523,2082845717.418811,12.77426,0.01365,0.25,2.493084637193e-05,0.4514127295502645
3827747933.13643,2082845722.577718,12.77432,0.01346,0.25,2.493084641709e-05,0.45141392690425797
3827747938.3343735,2082845727.7756617,12.77428,0.01336,0.25,2.493084647882e-05,0.4514155635887161
3827747943.4773235,2082845732.9186118,12.77424,0.01306,0.25,2.493084645224e-05,0.4514148588572192
3827747948.6492853,2082845738.0905735,12.77424,0.01296,0.25,2.493084647027e-05,0.4514153368973847
3827747953.797228,2082845743.238516,12.77422,0.01301,0.25,2.493084652379e-05,0.45141675590508684
3827747958.960129,2082845748.401417,12.7742,0.01335,0.25,2.493084655609e-05,0.4514176122942221
3827747964.0990715,2082845753.5403597,12.77418,0.01351,0.25,2.493084658587e-05,0.4514184018691869
3827747969.27501,2082845758.7162983,12.77423,0.01354,0.25,2.493084645002e-05,0.451414799997101
3827747974.404949,2082845763.8462374,12.77428,0.01375,0.25,2.493084644088e-05,0.4514145576628053
3827747979.5569267,2082845768.998215,12.77429,0.01365,0.25,2.493084637198e-05,0.45141273087592765
3827747984.7438383,2082845774.1851265,12.77434,0.01356,0.25,2.493084643202e-05,0.4514143227523186
3827747989.9008064,2082845779.3420947,12.77434,0.01338,0.25,2.493084635809e-05,0.45141236260213
3827747995.071712,2082845784.5130002,12.77435,0.01299,0.25,2.493084634142e-05,0.4514119206204126
3827748000.249651,2082845789.6909392,12.77431,0.01311,0.25,2.493084623408e-05,0.45140907465084623
3827748005.4425898,2082845794.883878,12.77429,0.01298,0.25,2.493084615394e-05,0.451406949851161
3827748010.6265364,2082845800.0678246,12.77425,0.01309,0.25,2.493084604155e-05,0.4514039699879672
3827748015.838476,2082845805.2797644,12.77424,0.01341,0.25,2.493084606086e-05,0.4514044819654978
3827748020.983415,2082845810.4247034,12.77423,0.01368,0.25,2.493084602231e-05,0.4514034598663062
3827748026.2013507,2082845815.642639,12.77428,0.01367,0.25,2.493084591701e-05,0.45140066798441225
3827748031.34929,2082845820.7905781,12.77432,0.0137,0.25,2.493084581627e-05,0.45139799700450806
3827748036.546259,2082845825.9875472,12.77435,0.01352,0.25,2.49308458209e-05,0.45139811976244054
3827748041.707169,2082845831.1484573,12.77437,0.01358,0.25,2.493084584937e-05,0.45139887460462014
3827748046.9421077,2082845836.383396,12.77438,0.01323,0.25,2.493084575871e-05,0.45139647088176454
3827748052.0990887,2082845841.540377,12.77437,0.01306,0.25,2.493084566979e-05,0.4513941132924924
3827748057.2899942,2082845846.7312825,12.77434,0.01286,0.25,2.493084567098e-05,0.45139414484370805
3827748062.45893,2082845851.9002182,12.77426,0.01315,0.25,2.493084580625e-05,0.45139773133822564
3827748067.630871,2082845857.072159,12.77423,0.01325,0.25,2.493084584029e-05,0.45139863386116436
3827748072.763812,2082845862.2051003,12.77427,0.01344,0.25,2.493084592133e-05,0.45140078252311594
3827748077.8827505,2082845867.3240387,12.77428,0.01365,0.25,2.493084589015e-05,0.45139995582906983
3827748083.0527267,2082845872.494015,12.77432,0.01377,0.25,2.493084597808e-05,0.4514022871699261
3827748088.2406635,2082845877.6819518,12.77435,0.01377,0.25,2.49308460024e-05,0.4514029319805978
3827748093.4186034,2082845882.8598917,12.77438,0.01358,0.25,2.493084594952e-05,0.45140152994141314
3827748098.599541,2082845888.0408294,12.77441,0.0134,0.25,2.493084576878e-05,0.4513967378736733
3827748103.755453,2082845893.1967413,12.77439,0.0132,0.25,2.493084568009e-05,0.45139438638258367
3827748108.9503946,2082845898.3916829,12.77436,0.01306,0.25,2.493084553122e-05,0.4513904393029972
3827748114.1173315,2082845903.5586197,12.77433,0.01301,0.25,2.49308455707e-05,0.451391486059912
3827748119.289279,2082845908.7305672,12.77429,0.01319,0.25,2.493084555193e-05,0.45139098839968267
3827748124.4782124,2082845913.9195006,12.77426,0.01328,0.25,2.493084566324e-05,0.4513939396284204
3827748129.640931,2082845919.0822194,12.77435,0.01358,0.25,2.493084574757e-05,0.45139617552024647
3827748134.806407,2082845924.2476952,12.77437,0.01329,0.25,2.493084573164e-05,0.4513957531586298
3827748139.997348,2082845929.438636,12.77429,0.01292,0.25,2.493084565513e-05,0.45139372460317434
3827748145.150301,2082845934.5915892,12.77426,0.01322,0.25,2.493084560576e-05,0.4513924156267234
3827748150.3242874,2082845939.7655756,12.77427,0.01314,0.25,2.493084564595e-05,0.4513934812082821
3827748155.489298,2082845944.930586,12.77428,0.0134,0.25,2.493084566218e-05,0.4513939115239509
3827748160.659237,2082845950.1005251,12.77436,0.01325,0.25,2.493084559341e-05,0.45139208818378324
3827748165.830702,2082845955.27199,12.77433,0.01314,0.25,2.493084546909e-05,0.45138879201301435
3827748171.0071716,2082845960.4484599,12.77433,0.01341,0.25,2.493084546174e-05,0.4513885971381121
3827748176.205459,2082845965.6467474,12.77429,0.01335,0.25,2.493084547531e-05,0.45138895692757747
3827748181.395547,2082845970.8368351,12.77436,0.0134,0.25,2.49308455529e-05,0.4513910141178189
3827748186.658599,2082845976.0998871,12.77436,0.01357,0.25,2.493084573733e-05,0.45139590402095825
3827748192.3941946,2082845981.8354828,12.77437,0.01348,0.25,2.493084577399e-05,0.4513968760095771
3827748197.7188306,2082845987.1601188,12.77439,0.01325,0.25,2.493084598089e-05,0.4514023616730453
3827748202.997715,2082845992.4390032,12.77435,0.01334,0.25,2.493084591846e-05,0.45140070642912017
3827748208.2161937,2082845997.657482,12.77435,0.01323,0.25,2.493084600489e-05,0.4514029979994217
3827748213.509011,2082846002.950299,12.77433,0.01327,0.25,2.493084611971e-05,0.45140604229070974
3827748219.2087307,2082846008.650019,12.77431,0.01328,0.25,2.493084621144e-05,0.4514084743831015
3827748224.402973,2082846013.8442614,12.7743,0.0135,0.25,2.49308462337e-05,0.45140906457571106
3827748229.568108,2082846019.0093963,12.77434,0.01343,0.25,2.493084630189e-05,0.4514108725379446
3827748234.7561913,2082846024.1974795,12.77435,0.0135,0.25,2.493084628431e-05,0.45141040642893077
3827748239.9437914,2082846029.3850796,12.77437,0.01348,0.25,2.493084627443e-05,0.45141014447457123
3827748245.1907053,2082846034.6319935,12.77437,0.01347,0.25,2.493084631359e-05,0.4514111827470072
3827748250.378977,2082846039.820265,12.77434,0.01328,0.25,2.493084631404e-05,0.451411194678159
3827748255.5661645,2082846045.0074527,12.77439,0.01345,0.25,2.493084631005e-05,0.45141108888892734
3827748260.745245,2082846050.1865332,12.77438,0.01338,0.25,2.493084632668e-05,0.45141152981001137
3827748265.9857845,2082846055.4270728,12.77435,0.01327,0.25,2.493084635631e-05,0.4514123154078766
3827748271.153306,2082846060.5945942,12.77434,0.0133,0.25,2.493084645203e-05,0.4514148532893533
3827748276.3092475,2082846065.7505357,12.77434,0.01331,0.25,2.493084651521e-05,0.45141652841848257
3827748281.477186,2082846070.9184744,12.77429,0.01347,0.25,2.493084651158e-05,0.4514164321740694
3827748286.6481256,2082846076.089414,12.77429,0.01368,0.25,2.493084649232e-05,0.4514159215222019
3827748291.840065,2082846081.2813532,12.77433,0.01412,0.25,2.493084650705e-05,0.4514163120674999
3827748297.051009,2082846086.4922974,12.77438,0.01381,0.25,2.493084639414e-05,0.4514133184172844
3827748302.223944,2082846091.6652324,12.77443,0.01354,0.25,2.493084639607e-05,0.4514133695884537
3827748307.4428835,2082846096.8841717,12.77443,0.01345,0.25,2.493084648251e-05,0.4514156614238221
3827748312.595827,2082846102.0371153,12.77445,0.01313,0.25,2.493084644806e-05,0.4514147480304016
3827748317.771762,2082846107.2130501,12.7744,0.01295,0.25,2.493084640753e-05,0.4514136734343407
3827748322.937703,2082846112.3789914,12.77436,0.01294,0.25,2.493084636935e-05,0.45141266114514417
3827748328.1076427,2082846117.548931,12.7743,0.01299,0.25,2.493084643615e-05,0.4514144322535098
3827748333.263615,2082846122.7049034,12.77426,0.01325,0.25,2.493084650243e-05,0.451416189574744
3827748338.405525,2082846127.8468134,12.774273,0.01357,0.25,2.493084656554e-05,0.4514178628477466
3827748343.6684675,2082846133.1097558,12.774282,0.01389,0.25,2.493084650908e-05,0.4514163658901056
3827748348.838438,2082846138.2797263,12.774356,0.01386,0.25,2.49308465849e-05,0.45141837615090363
3827748354.0523467,2082846143.493635,12.774427,0.01389,0.25,2.493084659313e-05,0.4514185943579397
3827748359.2432833,2082846148.6845715,12.774409,0.0135,0.25,2.493084650343e-05,0.4514162160883369
3827748364.396376,2082846153.8376644,12.774394,0.01341,0.25,2.493084632672e-05,0.4514115308705713
3827748369.5581045,2082846158.9993927,12.774421,0.01314,0.25,2.493084638914e-05,0.45141318584931994
3827748374.751096,2082846164.192384,12.774388,0.01299,0.25,2.493084626387e-05,0.45140986449095083
3827748379.919033,2082846169.3603213,12.77434,0.01289,0.25,2.49308508226e-05,0.45153073278961753
3827748385.090974,2082846174.532262,12.774304,0.01309,0.25,2.493085101266e-05,0.4515357719611327
3827748390.247923,2082846179.6892111,12.774323,0.0134,0.25,2.493085117633e-05,0.4515401114391769
3827748395.4238586,2082846184.8651469,12.774326,0.01341,0.25,2.493085136059e-05,0.4515449968316404
3827748400.580798,2082846190.0220864,12.774379,0.01338,0.25,2.493085141912e-05,0.4515465486715681
3827748405.791746,2082846195.2330344,12.774397,0.01345,0.25,2.493085145252e-05,0.45154743422518323
3827748410.9556804,2082846200.3969686,12.7744,0.01354,0.25,2.493085150242e-05,0.45154875725280635
3827748416.2176237,2082846205.658912,12.774486,0.01348,0.25,2.49308515517e-05,0.451550063842082
3827748421.3775516,2082846210.8188398,12.774472,0.01314,0.25,2.493085171372e-05,0.45155435957232576
3827748426.5204926,2082846215.9617808,12.774432,0.01298,0.25,2.493085181276e-05,0.451556985477302
3827748431.743434,2082846221.1847222,12.774407,0.01289,0.25,2.493085196142e-05,0.45156092698605593
3827748436.912371,2082846226.3536594,12.7846,0.0129,0.25,2.499248170763e-05,2.0795663790321526
3827748442.1103134,2082846231.5516016,12.8543,0.0132,0.25,2.499177788506e-05,2.061042010248529
3827748447.333257,2082846236.7745454,12.9258,0.0139,0.25,2.499140430973e-05,2.051209001843312
3827748452.598197,2082846242.0394852,12.98644,0.0142,0.25,2.499109318051e-05,2.0430193241159444
3827748457.8161697,2082846247.257458,13.03661,0.0141,0.25,2.499084060971e-05,2.0363708221995878
3827748463.0370727,2082846252.478361,13.07727,0.0142,0.25,2.499063739139e-05,2.0310212955180913
3827748468.249011,2082846257.6902993,13.10968,0.014,0.25,2.499047725445e-05,2.0268057530593206
3827748473.4889517,2082846262.93024,13.2088,0.014,0.25,2.50476541127e-05,3.526845336111723
3827748478.749887,2082846268.1911752,13.3636,0.014,0.25,2.504678988915e-05,3.5042485484660513
3827748484.055829,2082846273.4971173,13.495,0.014,0.25,2.507694609875e-05,4.291364146807644
3827748489.378765,2082846278.8200533,13.7452,0.013,0.25,2.509876204619e-05,4.859026165814233
3827748494.6557035,2082846284.0969918,14.0476,0.014,0.25,2.514768132957e-05,6.126581728599782
3827748500.003643,2082846289.4449313,14.3937,0.014,0.25,2.518837085727e-05,7.175291653007705
3827748505.2945824,2082846294.7358706,14.7324,0.016,0.25,2.519110898255e-05,7.245680775596592
3827748510.5995197,2082846300.040808,14.8818,0.016,0.25,2.519701588123e-05,7.397451826672187
3827748515.875455,2082846305.3167431,15.1683,0.017,0.25,2.523273150831e-05,8.312862213696905
3827748521.147398,2082846310.5886862,15.4684,0.016,0.25,2.527206239755e-05,9.316461386967568
3827748526.432338,2082846315.8736265,15.6811,0.017,0.25,2.527095655751e-05,9.288307665800273
3827748531.6692753,2082846321.1105635,15.7358,0.017,0.25,2.527063605508e-05,9.280147265391022
3827748536.9052134,2082846326.3465016,15.7492,0.017,0.25,2.527051520825e-05,9.277070270712269
3827748542.0851564,2082846331.5264447,15.7522,0.017,0.25,2.527045279387e-05,9.27548106231156
3827748547.3050966,2082846336.7463849,15.7526,0.017,0.25,2.52704127137e-05,9.274460526192922
3827748552.455035,2082846341.8963234,15.7525,0.017,0.25,2.527038300134e-05,9.273703975964704
3827748557.6139784,2082846347.0552666,15.7524,0.017,0.25,2.527035931236e-05,9.273100793994367
3827748562.8059154,2082846352.2472036,15.7523,0.018,0.25,2.52703382804e-05,9.272565265126529
3827748568.0178547,2082846357.459143,15.75216,0.0178,0.25,2.527032025028e-05,9.27210616991782
3827748573.2117925,2082846362.6530807,15.75209,0.0176,0.25,2.527030440791e-05,9.271702779882816
3827748578.3767333,2082846367.8180215,15.75315,0.0173,0.25,2.527057669957e-05,9.278635964482357
3827748583.5646725,2082846373.0059607,15.8448,0.017,0.25,2.529131443662e-05,9.806011767443794
3827748588.831618,2082846378.272906,16.1725,0.016,0.25,2.533133819524e-05,10.820197381614477
3827748594.1255503,2082846383.5668385,16.6617,0.016,0.25,2.5374974264e-05,11.92047161199812
3827748599.4514875,2082846388.8927758,17.232,0.018,0.25,2.541936567123e-05,13.03400125763035
3827748604.785427,2082846394.2267153,17.844,0.018,0.25,2.546344233499e-05,14.13389762967236
3827748610.113368,2082846399.5546563,18.481,0.018,0.25,2.550601268513e-05,15.190814332596727
3827748615.44631,2082846404.8875983,19.129,0.02,0.25,2.554663280887e-05,16.194405750077483
3827748620.7602444,2082846410.2015326,19.784,0.02,0.25,2.55847633745e-05,17.13215624629232
3827748626.103179,2082846415.5444672,20.43,0.02,0.25,2.562033800983e-05,18.003288136183077
3827748631.420125,2082846420.8614132,21.065,0.024,0.25,2.565300761901e-05,18.800103667922933
3827748636.758055,2082846426.1993434,21.678,0.024,0.25,2.568293101847e-05,19.527281176584857
3827748642.0810566,2082846431.5223448,22.259,0.025,0.25,2.570987073987e-05,20.1797878724039
3827748647.3930273,2082846436.8343155,22.81,0.025,0.25,2.573386508657e-05,20.759235811908745
3827748652.727933,2082846442.1692212,23.319,0.026,0.25,2.575528800631e-05,21.27522213284947
3827748658.040872,2082846447.4821603,23.791,0.026,0.25,2.577411695334e-05,21.727672324122775
3827748663.378813,2082846452.820101,24.219,0.029,0.25,2.579073350458e-05,22.126139621291234
3827748668.6957464,2082846458.1370347,24.606,0.03,0.25,2.580505596522e-05,22.468978851550098
3827748674.0646873,2082846463.5059755,24.95,0.03,0.25,2.581764981706e-05,22.76997032715073
3827748679.391652,2082846468.8329403,25.386,0.028,0.25,2.583475317934e-05,23.178036272495383
3827748684.7195635,2082846474.1608517,26.859,0.033,0.25,2.588679611757e-05,24.414764512716324
3827748690.0455666,2082846479.4868548,27.062,0.034,0.25,2.588708080512e-05,24.421509280267575
3827748695.2795053,2082846484.7207935,27.073,0.033,0.25,2.588716775766e-05,24.423569300395783
3827748700.4730096,2082846489.9142978,27.076372,0.033,0.25,2.588727893896e-05,24.42620330160178
3827748705.6759567,2082846495.117245,27.075954,0.034,0.25,2.588719551873e-05,24.424226992328975
3827748710.8448915,2082846500.2861798,27.074272,0.034,0.25,2.588712828925e-05,24.42263424437476
3827748716.015833,2082846505.4571211,27.072974,0.034,0.25,2.588707398425e-05,24.42134768400385
3827748721.218774,2082846510.660062,27.071809,0.034,0.25,2.588702361525e-05,24.42015436568959
3827748726.4307117,2082846515.872,27.070815,0.0342,0.25,2.58869808014e-05,24.41914003492581
3827748731.601649,2082846521.042937,27.069895,0.0339,0.25,2.588694005307e-05,24.418174635080817
3827748736.8025885,2082846526.2438767,27.068924,0.0333,0.25,2.588689883868e-05,24.417198188830064
3827748742.006529,2082846531.447817,27.06793,0.0329,0.25,2.588686171615e-05,24.416318682443492
3827748747.2134733,2082846536.6547616,27.06707,0.033,0.25,2.588682738347e-05,24.415505269781818
3827748752.3784075,2082846541.8196957,27.06623,0.0331,0.25,2.588679581657e-05,24.414757381359802
3827748757.5523896,2082846546.9936779,27.0655,0.0332,0.25,2.588676721002e-05,24.414079627703696
3827748762.7612867,2082846552.202575,27.06477,0.0336,0.25,2.588673783791e-05,24.413383733875346
3827748767.9442286,2082846557.385517,27.06419,0.034,0.25,2.588671392418e-05,24.412817160063224
3827748773.1461678,2082846562.587456,27.06378,0.034,0.25,2.588669460388e-05,24.412359414519088
3827748778.310113,2082846567.7514012,27.06349,0.0343,0.25,2.5886679588e-05,24.412003650592403
3827748783.482055,2082846572.9233434,27.06336,0.0338,0.25,2.588666977046e-05,24.41177104806831
3827748788.6669893,2082846578.1082776,27.06321,0.0334,0.25,2.588665982438e-05,24.411535399835405
3827748793.8109303,2082846583.2522185,27.06301,0.0332,0.25,2.588664842605e-05,24.411265343729333
3827748798.9698734,2082846588.4111617,27.06272,0.033,0.25,2.588663453996e-05,24.410936345633356
3827748804.1498413,2082846593.5911295,27.06235,0.0331,0.25,2.588662178828e-05,24.410634224237317
3827748809.3077507,2082846598.749039,27.0622,0.0332,0.25,2.588661462314e-05,24.410464462716536
3827748814.5336895,2082846603.9749777,27.06214,0.0334,0.25,2.588661042561e-05,24.41036501182747
3827748819.687628,2082846609.128916,27.06211,0.0338,0.25,2.588660606505e-05,24.410261698263625
3827748824.8355665,2082846614.2768548,27.06212,0.0339,0.25,2.588660061941e-05,24.410132676120973
3827748830.0245123,2082846619.4658005,27.06214,0.0341,0.25,2.588659581142e-05,24.410018761587704
3827748835.21745,2082846624.6587384,27.06217,0.0338,0.25,2.588659265399e-05,24.409943953335148
3827748840.4023886,2082846629.8436768,27.06224,0.0337,0.25,2.588659046983e-05,24.40989220452569
3827748845.598326,2082846635.0396144,27.0622,0.0334,0.25,2.588658657958e-05,24.409800033679087
3827748850.759273,2082846640.2005613,27.06209,0.0332,0.25,2.588658134156e-05,24.40967593034569
3827748855.9282417,2082846645.36953,27.06197,0.0331,0.25,2.588657517518e-05,24.40952983147297
3827748861.094149,2082846650.5354373,27.06187,0.0332,0.25,2.588657005771e-05,24.409408584147165
3827748866.244088,2082846655.6853764,27.532,0.035,0.25,2.590687002579e-05,24.88980906520603
