#Procedure: <free_decay_module.FreeDecayProcedure>
#Parameters:
#	Initial delay: 0.2 s
#	Demodulator number: 1
#	Initial Drive Frequency: 
#	Initial Voltage: 
#	Interface: PCIe
#	Loop Iterations: 1
#	Measurement time: 600 s
#	Oscillator number: 1
#	Poll interval: 1 s
#	Ring-up time: 5 s
#	Server host: 192.168.77.26
#	Server port: 8004
#	Wait after setting drive: 
#	Use current drive amplitude/frequency: True
#	Zurich addr.: dev4934
#Data:
iteration,t_rel,utc,x,y,phase_deg,frequency,drive_before_drop,drive_freq_setpoint
