#Procedure: <__main__.zurich_pll_noise>
#Parameters:
#	Comment: PLL400mV drive
#	Zurich addr.: dev4934
#	measurement time: 10 min
#	ringdown delay: 3 s
#Data:
date,timestamp,f_zur,X,Y
nan,0.053963422775268555,1276.2968216151194,0.0749118883521147,-1.9193263899732732e-05
nan,0.1069340705871582,1276.2968214019565,0.07491111762388304,-1.9824540001895706e-05
nan,0.15590500831604004,1276.296820975631,0.07491032032449163,-2.0445954350765086e-05
nan,0.20687294006347656,1276.296820762468,0.07490951267486093,-2.105611936296288e-05
nan,0.2578408718109131,1276.2968205493053,0.07490867995492598,-2.1674353243298778e-05
nan,0.3068115711212158,1276.2968201229796,0.07490783835551931,-2.2291806607984548e-05
nan,0.3587799072265625,1276.2968199098168,0.0749069971030085,-2.290401051820715e-05
nan,0.4097461700439453,1276.2968199098168,0.07490617393155864,-2.3502510272695313e-05
nan,0.45871734619140625,1276.296819696654,0.07490535391933881,-2.410544179858462e-05
nan,0.5086870193481445,1276.2968192703283,0.07490455035281379,-2.4705592848087663e-05
nan,0.558657169342041,1276.2968190571655,0.0749037755308572,-2.5291338870660244e-05
nan,0.6076252460479736,1276.2968188440027,0.07490301443429485,-2.5872299146480156e-05
nan,0.6625921726226807,1276.2968186308399,0.07490228080091017,-2.6437243807520144e-05
nan,0.707564115524292,1276.2968182045142,0.07490153907387907,-2.7015122727905e-05
nan,0.7595317363739014,1276.2968179913514,0.07490088058592176,-2.753240814761515e-05
nan,0.8075025081634521,1276.2968179913514,0.07490024341259023,-2.8032016038269947e-05
nan,0.8604705333709717,1276.2968177781886,0.0748996337909302,-2.850886862345172e-05
nan,0.9084374904632568,1276.2968175650258,0.07489905090502846,-2.8965236655040516e-05
nan,0.9604079723358154,1276.296817351863,0.07489850094945369,-2.939913610119102e-05
nan,1.00937819480896,1276.2968171387001,0.07489796955634635,-2.9822550797429246e-05
nan,1.062345266342163,1276.2968169255373,0.07489746113269957,-3.0228764061459924e-05
nan,1.109316110610962,1276.2968169255373,0.07489697817403956,-3.061102558332941e-05
nan,1.1602866649627686,1276.2968167123745,0.07489650813371003,-3.0978506864395806e-05
nan,1.2092525959014893,1276.2968164992117,0.07489605858678346,-3.132788584598502e-05
nan,1.2632219791412354,1276.2968162860489,0.07489563518801612,-3.165753424148002e-05
nan,1.3121895790100098,1276.2968162860489,0.0748952263995814,-3.197747309308258e-05
nan,1.361161231994629,1276.296816072886,0.07489483600901559,-3.228273966636427e-05
nan,1.4161255359649658,1276.2968158597232,0.07489446559504873,-3.257263839975934e-05
nan,1.4620988368988037,1276.2968158597232,0.07489409951020043,-3.2865342387815275e-05
nan,1.5120668411254883,1276.2968156465604,0.07489378564733573,-3.3129505343277445e-05
nan,1.5620357990264893,1276.2968156465604,0.07489349608487893,-3.3392786900114305e-05
nan,1.6110079288482666,1276.2968154333976,0.07489323787578887,-3.365533749785025e-05
nan,1.663975477218628,1276.2968154333976,0.07489301888716776,-3.3915640352104e-05
nan,1.7109618186950684,1276.2968154333976,0.07489283934025022,-3.418025816589288e-05
nan,1.7609148025512695,1276.2968152202347,0.07489270719948161,-3.4446865321157355e-05
nan,1.8128836154937744,1276.2968152202347,0.074892623512629,-3.4715798094481374e-05
nan,1.8648502826690674,1276.296815007072,0.07489258862127861,-3.498026900849937e-05
nan,1.9138214588165283,1276.296815007072,0.07489260045113486,-3.5241941747363533e-05
nan,1.9627916812896729,1276.296814793909,0.07489265834026385,-3.5496007555923335e-05
nan,2.0137596130371094,1276.2968145807463,0.07489275704983038,-3.57396788782855e-05
nan,2.0637285709381104,1276.2968145807463,0.07489289053393543,-3.5977091916432634e-05
nan,2.118692636489868,1276.2968143675835,0.0748930453769132,-3.620131052335153e-05
nan,2.1656668186187744,1276.2968143675835,0.07489320778434425,-3.6401920744200216e-05
nan,2.213634490966797,1276.2968143675835,0.07489338451715775,-3.658438795840629e-05
nan,2.266603469848633,1276.2968141544206,0.07489354941303551,-3.671911451695167e-05
nan,2.315572738647461,1276.2968141544206,0.07489371043288316,-3.681201003833014e-05
nan,2.366542100906372,1276.2968141544206,0.074893867486437,-3.685895070969638e-05
nan,2.4195096492767334,1276.2968141544206,0.07489402137368133,-3.685535962975511e-05
nan,2.4664807319641113,1276.2968141544206,0.07489418159708446,-3.67986987952359e-05
nan,2.517449140548706,1276.2968141544206,0.07489435128578846,-3.66878744223025e-05
nan,2.5664196014404297,1276.2968143675835,0.07489452948582981,-3.652259979092018e-05
nan,2.619387149810791,1276.2968143675835,0.07489471870158408,-3.6293002528534795e-05
nan,2.6663548946380615,1276.2968145807463,0.07489491567293832,-3.5993142928747714e-05
nan,2.7173256874084473,1276.2968145807463,0.07489511779286405,-3.5622888250802086e-05
nan,2.7692954540252686,1276.296814793909,0.07489532806307224,-3.517036616140764e-05
nan,2.8162665367126465,1276.296815007072,0.07489553870672443,-3.463689875850236e-05
nan,2.8692336082458496,1276.2968152202347,0.0748957441203908,-3.402294267028969e-05
nan,2.9182026386260986,1276.2968156465604,0.07489593772897919,-3.333900919483329e-05
nan,2.9691708087921143,1276.2968158597232,0.07489613515342187,-3.252529065673885e-05
nan,3.0191400051116943,1276.296816072886,0.07489631775514671,-3.1690085814806605e-05
nan,3.07210636138916,1276.2968164992117,0.07489650130729537,-3.080119884093827e-05
nan,3.119080066680908,1276.2968169255373,0.07489668481165736,-2.9879300125786345e-05
nan,3.1690478324890137,1276.296817351863,0.07489687330176217,-2.890695107365778e-05
nan,3.2180159091949463,1276.2968175650258,0.07489706715282368,-2.789960093877005e-05
nan,3.2709856033325195,1276.2968182045142,0.07489726776127466,-2.687738560899486e-05
nan,3.3209550380706787,1276.2968186308399,0.07489748289864394,-2.582347709612054e-05
nan,3.377919912338257,1276.2968188440027,0.07489770975967684,-2.4755090991368695e-05
nan,3.4188923835754395,1276.2968192703283,0.07489794762226369,-2.3673046747678108e-05
nan,3.4718611240386963,1276.2968199098168,0.07489819522802209,-2.2593119276589665e-05
nan,3.5208282470703125,1276.2968203361424,0.07489846125642764,-2.149559392089997e-05
nan,3.5697994232177734,1276.296820762468,0.07489874462608569,-2.0401418941912486e-05
nan,3.6197688579559326,1276.2968211887937,0.07489904289456627,-1.9328438237097797e-05
nan,3.669740676879883,1276.2968216151194,0.07489936445108522,-1.825163813824011e-05
nan,3.720708131790161,1276.296822041445,0.07489972956604106,-1.7117688718878093e-05
nan,3.7696781158447266,1276.2968224677707,0.07490010017469437,-1.6050762762451305e-05
nan,3.8196473121643066,1276.2968228940963,0.0749004909900306,-1.4998703770788724e-05
nan,3.872626304626465,1276.2968231072591,0.07490090744203168,-1.3932676911754818e-05
nan,3.9255833625793457,1276.2968237467476,0.07490133840525229,-1.285860419298066e-05
nan,3.972550630569458,1276.2968241730732,0.07490177915058174,-1.177162022325949e-05
nan,4.0215232372283936,1276.2968245993989,0.07490222155251583,-1.0682429217221536e-05
nan,4.071491956710815,1276.2968250257245,0.07490267138616244,-9.562925531955413e-06
nan,4.121459722518921,1276.2968254520501,0.07490311768713502,-8.427023938529716e-06
nan,4.173435926437378,1276.2968260915386,0.07490355075827884,-7.2908250058087374e-06
nan,4.224395275115967,1276.2968263047014,0.0749039774083098,-6.128134557779341e-06
nan,4.2733728885650635,1276.29682694419,0.0749043915134543,-4.95450981114122e-06
nan,4.324336290359497,1276.2968273705155,0.07490479406307345,-3.773892281433646e-06
nan,4.3733069896698,1276.2968277968412,0.07490517887852748,-2.602782529668137e-06
nan,4.4242753982543945,1276.2968282231668,0.0749055517154556,-1.4121085602236304e-06
nan,4.4732444286346436,1276.2968288626553,0.07490592560015079,-1.405087459126056e-07
nan,4.526211977005005,1276.296829288981,0.07490625789451204,1.0703789859809542e-06
nan,4.573182821273804,1276.2968297153066,0.07490656376284341,2.274334110614822e-06
nan,4.626151084899902,1276.296830354795,0.07490684519625627,3.4926022285877577e-06
nan,4.679124355316162,1276.2968307811207,0.07490709479666577,4.702589093211677e-06
nan,4.726088523864746,1276.2968312074463,0.07490730953581277,5.886036655854723e-06
nan,4.779054880142212,1276.2968318469348,0.07490749494633203,7.069967394852605e-06
nan,4.8260273933410645,1276.2968322732604,0.07490765005656119,8.2390594871144e-06
