#Procedure: <__main__.ds345_sr830_fsweep>
#Parameters:
#	Delay (s): 1
#	Drive Amplitude (Vpp): 1
#	DS345 addr: 2::16
#	stop frequency (Hz): 1200
#	start frequency (Hz): 500
#	Frequency Step (Hz): 1
#	SR830 addr.: 2::25
#Data:
UTC,timestamp,f,X_sr,sigma_xsr,Y_sr,sigma_ysr
1701892866.068911,6.008167743682861,500.0,4.669310075963439e-05,1.0420095899481488e-07,0.0014818530780053422,1.1312411150364748e-07
1701892874.1438415,14.08309817314148,501.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701892882.2163007,22.15555739402771,502.0,4.676323902757862e-05,8.253987427709882e-08,0.0014818461635444737,1.1058608339079823e-07
1701892890.279052,30.218308687210083,503.0,4.679492757290224e-05,1.1776316851557094e-07,0.0014820015883143943,1.6405412464052859e-07
1701892898.3364487,38.275705337524414,504.0,4.696055046190018e-05,4.2699397181314736e-08,0.001481771469116211,0.0
1701892906.4128187,46.35207533836365,505.0,4.682277031095603e-05,1.1623097161133967e-07,0.0014820061182316113,2.9740566958663964e-08
1701892914.4813747,54.420631408691406,506.0,4.696846008300781e-05,0.0,0.001481921235217324,1.1522645521911325e-07
1701892922.5413742,62.48063087463379,507.0,4.6842926943575875e-05,1.190414366423834e-07,0.0014818131876482628,9.058718020469989e-08
1701892930.5937982,70.5330548286438,508.0,4.689955843504893e-05,1.0807402977895846e-07,0.001481979306689917,7.972378542746093e-08
1701892938.6413922,78.58064889907837,509.0,4.690069106487839e-05,1.0753954245438733e-07,0.001481787137162185,5.907677711097272e-08
