#Procedure: <__main__.tek_dual_sr830_fsweep>
#Parameters:
#	Delay (s): 3
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 25000
#	start frequency (Hz): 20000
#	Frequency Step (Hz): 10
#	SR830_1 addr.: 0::12
#	SR830_2 addr.: 2::9
#	Tek AFG addr: 0::1
#Data:
UTC,timestamp,f,X_1,Y_1,X_2,Y_2
1717523540.0436652,6.032586097717285,20000.0,1.32323e-05,0.000335695,1.8865e-12,-1.35608e-11
1717523543.1171496,9.106070518493652,20010.0,1.31131e-05,0.000336053,1.27188e-12,-1.26548e-11
1717523546.1888978,12.177818775177002,20020.0,1.29939e-05,0.00033641,1.6911e-12,-1.23209e-11
1717523549.264067,15.2529878616333,20030.0,1.2517e-05,0.000336053,2.13164e-13,-1.26975e-11
1717523552.3398836,18.32880449295044,20040.0,1.22786e-05,0.000336768,1.59162e-12,-1.49002e-11
1717523555.41255,21.40147089958191,20050.0,1.21594e-05,0.000335814,8.9884e-13,-1.23386e-11
1717523558.4830167,24.471937656402588,20060.0,1.27555e-05,0.000336649,6.64361e-13,-1.30989e-11
1717523561.545019,27.533939838409424,20070.0,1.32323e-05,0.000337007,-2.84219e-14,-1.23564e-11
1717523564.611773,30.600693941116333,20080.0,1.29939e-05,0.000337603,-3.58826e-13,-1.26761e-11
1717523567.6825187,33.67143964767456,20090.0,1.29939e-05,0.000338079,2.13164e-13,-1.40084e-11
1717523570.7510185,36.73993945121765,20100.0,1.2517e-05,0.000337364,-7.24757e-13,-1.46053e-11
1717523573.8182104,39.80713129043579,20110.0,1.27555e-05,0.00033796,8.13575e-13,-1.48931e-11
1717523576.8903913,42.87931227684021,20120.0,1.31131e-05,0.000338437,8.06469e-13,-1.17134e-11
1717523579.960165,45.94908595085144,20130.0,1.23978e-05,0.000338675,1.12266e-12,-1.17382e-11
1717523583.0353923,49.02431321144104,20140.0,1.27555e-05,0.000338437,8.77524e-13,-1.2328e-11
1717523586.1009157,52.08983659744263,20150.0,1.32323e-05,0.000338556,3.30404e-13,-1.33973e-11
1717523589.178144,55.167064905166626,20160.0,1.29939e-05,0.000338914,7.53179e-13,-1.25873e-11
1717523592.2507844,58.239705324172974,20170.0,1.26362e-05,0.000338199,1.38557e-12,-1.33156e-11
1717523595.3171282,61.30604910850525,20180.0,1.33515e-05,0.000339033,5.187e-13,-1.28609e-11
1717523598.3882663,64.37718725204468,20190.0,1.28747e-05,0.00033951,1.66978e-12,-1.32304e-11
1717523601.4574842,67.44640517234802,20200.0,1.35899e-05,0.000339868,-3.55274e-14,-1.42784e-11
1717523604.5367508,70.52567172050476,20210.0,1.31131e-05,0.000339748,7.10548e-15,-1.34187e-11
1717523607.6138363,73.60275721549988,20220.0,1.28747e-05,0.000339391,1.79768e-12,-1.45556e-11
1717523610.6852982,76.67421913146973,20230.0,1.29939e-05,0.000340702,1.11911e-12,-1.33192e-11
1717523613.763801,79.7527220249176,20240.0,1.29939e-05,0.000339748,7.21204e-13,-1.48043e-11
1717523616.8359225,82.82484340667725,20250.0,1.26362e-05,0.000340344,1.44596e-12,-1.31202e-11
1717523619.90669,85.89561080932617,20260.0,1.31131e-05,0.00034094,-5.50674e-13,-1.35181e-11
1717523622.9743898,88.96331071853638,20270.0,1.32323e-05,0.000341298,-1.10135e-13,-1.21894e-11
1717523626.0414398,92.03036069869995,20280.0,1.35899e-05,0.000340344,-2.48692e-13,-1.30598e-11
1717523629.1062496,95.09517049789429,20290.0,1.37091e-05,0.000341179,1.10845e-12,-1.34329e-11
1717523632.1850185,98.17393946647644,20300.0,1.31131e-05,0.000341417,-9.69898e-13,-1.33085e-11
1717523635.253208,101.24212884902954,20310.0,1.22786e-05,0.000341536,1.54899e-12,-1.29746e-11
1717523638.3286405,104.31756138801575,20320.0,1.26362e-05,0.000341417,1.62004e-12,-1.27472e-11
1717523641.4002752,107.38919615745544,20330.0,1.37091e-05,0.000341894,1.1653e-12,-1.15322e-11
1717523644.471123,110.46004390716553,20340.0,1.34707e-05,0.000341894,1.6307e-12,-1.26513e-11
1717523647.5507476,113.53966856002808,20350.0,1.29939e-05,0.000342609,9.5924e-13,-1.28289e-11
1717523650.626139,116.6150598526001,20360.0,1.38283e-05,0.000342013,1.14753e-12,-1.35323e-11
1717523653.6902533,119.6791741847992,20370.0,1.29939e-05,0.000342848,2.62903e-13,-1.15535e-11
1717523656.766043,122.7549638748169,20380.0,1.31131e-05,0.000342609,7.92259e-13,-1.3209e-11
1717523659.8369427,125.82586359977722,20390.0,1.29939e-05,0.000342967,1.31451e-13,-1.3074e-11
1717523662.9051726,128.89409351348877,20400.0,1.33515e-05,0.000343682,2.26309e-12,-1.34222e-11
1717523665.9824145,131.97133541107178,20410.0,1.35899e-05,0.000343682,7.24757e-13,-1.34897e-11
1717523669.0508854,135.0398063659668,20420.0,1.31131e-05,0.000343682,4.76067e-13,-1.27685e-11
1717523672.1135108,138.1024317741394,20430.0,1.37091e-05,0.000343444,1.37846e-12,-1.30776e-11
1717523675.1765158,141.16543674468994,20440.0,1.26362e-05,0.000343801,9.62792e-13,-1.3678e-11
1717523678.250865,144.2397859096527,20450.0,1.31131e-05,0.000344755,1.25767e-12,-1.41328e-11
1717523681.3229935,147.31191444396973,20460.0,1.31131e-05,0.000344398,9.52134e-13,-1.33334e-11
1717523684.390272,150.37919282913208,20470.0,1.33515e-05,0.000344517,5.15147e-13,-1.1923e-11
1717523687.4526155,153.4415364265442,20480.0,1.32323e-05,0.000345232,-7.88706e-13,-1.2804e-11
1717523690.5200303,156.5089511871338,20490.0,1.37091e-05,0.000344994,4.40538e-13,-1.29497e-11
1717523693.5844052,159.57332611083984,20500.0,1.35899e-05,0.000344755,2.18849e-12,-1.30989e-11
