#Procedure: <__main__.tek_dual_sr830_fsweep>
#Parameters:
#	Delay (s): 3
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 23000
#	start frequency (Hz): 22500
#	Frequency Step (Hz): 1
#	SR830_1 addr.: 0::12
#	SR830_2 addr.: 2::9
#	Tek AFG addr: 0::1
#Data:
UTC,timestamp,f,X_1,Y_1,X_2,Y_2
1717531628.412166,144.03873896598816,22545.0,1.57357e-05,0.000394108,-1.00542e-12,2.49757e-11
1717531631.474166,147.1007387638092,22546.0,1.44244e-05,0.00039375,-2.18849e-12,2.60486e-11
1717531634.5361645,150.16273736953735,22547.0,1.56165e-05,0.000393631,-1.14043e-12,2.50254e-11
1717531637.5963538,153.2229266166687,22548.0,1.4782e-05,0.000393869,-7.46073e-13,2.46169e-11
1717531640.6584258,156.2849986553192,22549.0,1.52589e-05,0.000394823,-3.01982e-13,2.5704e-11
1717531643.7175357,159.34410858154297,22550.0,1.51396e-05,0.000393989,-5.00936e-13,2.38886e-11
1717531646.7812698,162.4078426361084,22551.0,1.56165e-05,0.000394942,-1.84387e-12,2.5164e-11
1717531649.8445442,165.47111701965332,22552.0,1.54973e-05,0.000394227,-1.82966e-12,2.57715e-11
1717531652.9100597,168.5366325378418,22553.0,1.4782e-05,0.000394942,-1.94335e-12,2.63826e-11
1717531655.972659,171.59923195838928,22554.0,1.52589e-05,0.000395061,-1.74794e-12,2.55477e-11
1717531659.0341623,174.66073513031006,22555.0,1.52589e-05,0.000395419,-8.31338e-13,2.55193e-11
1717531662.0959728,177.7225456237793,22556.0,1.52589e-05,0.000395061,-8.10022e-13,2.51853e-11
1717531665.15816,180.78473281860352,22557.0,1.60934e-05,0.000396015,-2.84929e-12,2.57857e-11
1717531668.2210114,183.8475842475891,22558.0,1.5855e-05,0.0003953,-1.13332e-12,2.56294e-11
1717531671.2846918,186.91126465797424,22559.0,1.50204e-05,0.000396134,-2.56152e-12,2.55939e-11
1717531674.3468976,189.97347044944763,22560.0,1.54973e-05,0.000396373,-1.08003e-12,2.66277e-11
1717531677.408509,193.03508186340332,22561.0,1.52589e-05,0.000396492,-1.98598e-12,2.57928e-11
1717531680.470058,196.09663081169128,22562.0,1.52589e-05,0.000396373,-1.32517e-12,2.56329e-11
1717531683.5320077,199.15858054161072,22563.0,1.52589e-05,0.000396373,-9.77003e-13,2.35155e-11
1717531686.5935347,202.2201075553894,22564.0,1.49012e-05,0.000396492,-1.56675e-12,2.56329e-11
1717531689.6572556,205.28382849693298,22565.0,1.53781e-05,0.00039673,-5.50674e-13,2.53843e-11
1717531692.7184255,208.34499835968018,22566.0,1.51396e-05,0.000397326,-1.73018e-12,2.60451e-11
1717531695.7815216,211.40809440612793,22567.0,1.53781e-05,0.00039685,-1.44596e-12,2.65424e-11
1717531698.8427765,214.46934938430786,22568.0,1.53781e-05,0.000396492,-1.5632e-12,2.50006e-11
