#Procedure: <__main__.tek_dual_sr830_fsweep>
#Parameters:
#	Buffer measure time (s): 3
#	Delay (s): 3
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 23045
#	start frequency (Hz): 22965
#	Frequency Step (Hz): 0.02
#	SR830_1 addr.: 0::12
#	SR830_2 addr.: 2::9
#	DS345 addr: 2::16
#Data:
UTC,timestamp,f,X_1,sigma_x1,Y_1,sigma_y2,X_2,sigma_x2,Y_2,sigma_y2
1702266322.4125724,6.015369415283203,22965.0,0.0023344977696736656,3.331234198624147e-06,0.0022970364888509113,8.775591287296882e-08,8.03063913324328e-06,5.5395978279415677e-08,4.61651004840917e-06,8.775591287296882e-08
1702266329.6254358,13.228232860565186,22965.02,0.0024524813002728403,1.0081290866132645e-05,0.0025052564575317056,9.785277160385185e-08,8.574917298206624e-06,7.165882213046095e-08,5.581178405183427e-06,9.785277160385185e-08
1702266336.841777,20.444574117660522,22965.04,0.002369564264378649,1.4399692707911203e-05,0.002511399540495365,6.92780268287366e-08,8.253259125466988e-06,1.5603524549663344e-07,5.525862984111242e-06,6.92780268287366e-08
1702266344.0647726,27.667569637298584,22965.06,0.0023423701564418017,2.6620097771341792e-06,0.0025293411173610966,1.281009829581418e-07,7.834250774586725e-06,1.3015677556983024e-07,5.585661086039283e-06,1.281009829581418e-07
1702266351.2828903,34.88568735122681,22965.08,0.0023810625076293944,4.346116446185228e-05,0.002527789115905762,2.437206736527932e-07,8.19931924343109e-06,1.9374672886656025e-07,5.468698839346568e-06,2.437206736527932e-07
1702266358.5020838,42.104880809783936,22965.100000000002,0.0023390882676974393,1.692146670807068e-05,0.002515575958596441,4.7993035803605316e-08,7.98282464582765e-06,3.990893250705435e-08,5.390737477843347e-06,4.7993035803605316e-08
1702266365.7313519,49.33414888381958,22965.120000000003,0.002343802813039833,1.147004254328709e-05,0.0025101271600204,1.0624667627113416e-07,8.075152972779902e-06,1.2753235647540974e-07,5.290023537271052e-06,1.0624667627113416e-07
1702266372.9654095,56.568206548690796,22965.140000000003,0.0023239844640096027,1.540301987336424e-06,0.002501432418823242,1.3290312272893e-07,8.057398100694021e-06,6.465289608370484e-08,5.383630593617757e-06,1.3290312272893e-07
1702266380.1732612,63.776058197021484,22965.160000000003,0.002353639083396233,1.1855667298858998e-05,0.002499938169481903,1.1868788348362889e-07,8.074774783342443e-06,1.4430089002962052e-07,5.406057561173084e-06,1.1868788348362889e-07
1702266387.411443,71.014240026474,22965.180000000004,0.0023493937989498706,6.102632553009424e-06,0.0025039917611061257,7.029251840409985e-08,8.122658634439427e-06,9.87292450416064e-08,5.494714021048648e-06,7.029251840409985e-08
1702266394.6379652,78.24076223373413,22965.200000000004,0.0023683606387772034,1.048718497338204e-05,0.0024725832094682674,1.7812086001467337e-07,8.062767485777537e-06,5.340612164645626e-08,5.297079682350159e-06,1.7812086001467337e-07
1702266401.8462143,85.44901132583618,22965.220000000005,0.0023601646423339843,2.814884067686463e-05,0.0025139331817626955,8.810479191455942e-08,8.222602307796478e-06,1.5759796568348257e-07,5.489890774091085e-06,8.810479191455942e-08
1702266409.061578,92.6643750667572,22965.240000000005,0.002390057600510231,1.6640200937563853e-05,0.0024996528904118226,6.146563031183115e-08,8.28852355084413e-06,6.216471009325388e-08,5.459039413913154e-06,6.146563031183115e-08
1702266416.2880533,99.89085030555725,22965.260000000006,0.0024187898635864256,9.05763990939937e-06,0.002469784100850423,2.689556953011805e-07,8.525960147380829e-06,1.265607148744771e-07,5.318537354469299e-06,2.689556953011805e-07
