#Procedure: <__main__.tek_dual_sr830_fsweep>
#Parameters:
#	Buffer measure time (s): 10
#	Delay (s): 5
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 23045
#	start frequency (Hz): 22965
#	Frequency Step (Hz): 0.02
#	SR830_1 addr.: 0::12
#	SR830_2 addr.: 2::9
#	DS345 addr: 2::16
#Data:
UTC,timestamp,f,X_1,sigma_x1,Y_1,sigma_y2,X_2,sigma_x2,Y_2,sigma_y2
1702266546.4152875,10.001952409744263,22965.0,0.0024317176239817715,8.874755447816833e-06,0.002472383039371732,8.910972179727559e-08,8.355029536493169e-06,7.82452214794854e-08,5.39107787065536e-06,8.910972179727559e-08
1702266565.2505789,28.837243795394897,22965.02,0.00244884226889659,4.18265504069044e-06,0.002462103342504269,6.614137075235932e-08,8.361595653512942e-06,4.845365884934055e-08,5.372001133484285e-06,6.614137075235932e-08
1702266584.1053662,47.692031145095825,22965.04,0.0024814111430470536,1.046734464793644e-05,0.0024399788336524992,7.223033417563957e-08,8.584508863528601e-06,1.1000526448920004e-07,5.237897326990323e-06,7.223033417563957e-08
1702266602.9338746,66.52053952217102,22965.06,0.0025093594796531094,5.5958501293119045e-06,0.0024265060724584435,3.8063529636793905e-08,8.612983924506596e-06,6.710211554267828e-08,5.240747617241347e-06,3.8063529636793905e-08
1702266621.7788427,85.36550760269165,22965.08,0.002517102835780518,1.6886003241594967e-06,0.0024316515348540998,4.597568423581126e-08,8.651413202192011e-06,3.089516430216655e-08,5.140101498288054e-06,4.597568423581126e-08
1702266640.6151776,104.20184254646301,22965.100000000002,0.002520042660196044,7.867085950191228e-06,0.0024390486905858876,9.180247887330241e-08,8.715286622401818e-06,2.0909782257044612e-08,5.2275564602121705e-06,9.180247887330241e-08
1702266659.4469419,123.03360676765442,22965.120000000003,0.002498278683435706,3.035235894579646e-06,0.0024406558638237316,1.1114685850760233e-07,8.630334200489821e-06,5.558417464235765e-08,5.225516246549738e-06,1.1114685850760233e-07
1702266678.287457,141.87412190437317,22965.140000000003,0.00250783210184813,9.201339596510178e-06,0.0024283964647993828,2.28665040484413e-08,8.68776649142961e-06,8.447697215911517e-08,5.099744500838361e-06,2.28665040484413e-08
1702266697.142532,160.72919702529907,22965.160000000003,0.0025418948977130496,6.008890287233481e-06,0.0024202839771093674,3.1345619920213394e-08,8.770251867108301e-06,5.1161309717483e-08,5.140906471555457e-06,3.1345619920213394e-08
1702266715.9797235,179.56638836860657,22965.180000000004,0.002556273772281671,5.729244124299019e-06,0.0024171368505969738,2.0017310336014886e-08,8.748764459207748e-06,7.461005224070762e-08,5.143195238409552e-06,2.0017310336014886e-08
1702266734.8267214,198.41338634490967,22965.200000000004,0.002570880002945474,6.219290884351562e-06,0.002431596225162722,6.989805784999218e-08,8.891425543777601e-06,9.031452074437207e-08,5.249177747953149e-06,6.989805784999218e-08
1702266753.6674216,217.2540864944458,22965.220000000005,0.0026168566454881394,3.8029424077755233e-06,0.0023995988398977795,8.363740613318304e-08,8.98517753212554e-06,1.1278954103272158e-07,5.042230226231334e-06,8.363740613318304e-08
1702266772.5194507,236.1061155796051,22965.240000000005,0.002603147092593807,1.141394148888614e-06,0.002398116943365366,2.636417733815467e-08,8.97865268370343e-06,2.216914128587515e-08,5.077474837638408e-06,2.636417733815467e-08
1702266791.3744118,254.9610767364502,22965.260000000006,0.002601077092888313,2.6397392506421604e-06,0.00239060051548926,8.429489994422795e-08,9.061518248240903e-06,4.1151120561674695e-08,5.0600754307969564e-06,8.429489994422795e-08
1702266810.2293983,273.8160631656647,22965.280000000006,0.0025968101383144824,7.251906104251908e-06,0.002396774142220014,4.0102177405239075e-08,8.925658800249058e-06,5.968418183432661e-08,5.112739347877997e-06,4.0102177405239075e-08
1702266829.0903735,292.6770384311676,22965.300000000007,0.002568318070339014,2.364020460394968e-06,0.0023992353785440663,3.6301616616938915e-08,8.778352370899177e-06,5.046962206586101e-08,4.92004139718466e-06,3.6301616616938915e-08
1702266847.937759,311.52442383766174,22965.320000000007,0.0025843408559882318,4.819674400197424e-06,0.0023919261105630647,7.454688425096964e-08,8.92692469689347e-06,7.35544971587729e-08,5.018847259906024e-06,7.454688425096964e-08
1702266866.7967675,330.38343238830566,22965.340000000007,0.002583215540310122,7.721777345000871e-06,0.0023997512253575355,1.9308696146052184e-08,8.835034802228025e-06,3.9542810031550413e-08,5.0746178277914626e-06,1.9308696146052184e-08
1702266885.6421225,349.2287874221802,22965.360000000008,0.002527796276329262,4.007602933353714e-06,0.00241616459597028,9.102457049552111e-08,8.627046016777086e-06,5.8800433448371484e-08,5.0476907442013425e-06,9.102457049552111e-08
1702266904.4953766,368.0820415019989,22965.38000000001,0.0024750342260452113,9.509383072694498e-05,0.0024264672564785965,1.5624169395476752e-07,8.491601050485103e-06,3.357626191273657e-07,5.04441822586127e-06,1.5624169395476752e-07
1702266923.3430393,386.92970418930054,22965.40000000001,0.0022252104567281857,3.955201706071788e-06,0.0024816543801025773,5.460145259291682e-08,7.623864437377303e-06,8.732107192241346e-08,5.3021241178583795e-06,5.460145259291682e-08
1702266942.1842854,405.7709503173828,22965.42000000001,0.0022420623681868456,2.5774784892323514e-06,0.0024896084910994193,2.700595356211767e-08,7.673527877082524e-06,8.283684243289497e-08,5.270893482421845e-06,2.700595356211767e-08
1702266961.0354147,424.6220796108246,22965.44000000001,0.0022512690725869887,6.57694905261295e-06,0.0025023464135430417,7.868615618792694e-08,7.78399115109959e-06,3.776203538915732e-08,5.326324923801984e-06,7.868615618792694e-08
1702266979.8736622,443.4603271484375,22965.46000000001,0.0022547304958034854,4.782379848904925e-06,0.0025225796291234452,9.529535711642725e-08,7.750169320987109e-06,5.534850077945886e-08,5.477652949059642e-06,9.529535711642725e-08
1702266998.7224226,462.3090875148773,22965.48000000001,0.002261884457842159,3.0506306114796373e-06,0.0025371537841593103,5.2474675295461064e-08,7.780649950208386e-06,3.4625413980061804e-08,5.374766464834595e-06,5.2474675295461064e-08
1702267017.5737245,481.16038942337036,22965.50000000001,0.002285182054644013,1.2025739105889997e-05,0.0025233205434195376,2.9055564615351684e-08,7.704360511531441e-06,8.356869244860569e-08,5.5841589456267556e-06,2.9055564615351684e-08
1702267036.41841,500.00507497787476,22965.52000000001,0.0023489118372119447,1.645586154143032e-05,0.0024611748426965198,4.062545994725334e-08,7.94375633678174e-06,4.62167834414447e-08,5.352589318232359e-06,4.062545994725334e-08
1702267055.2553203,518.8419852256775,22965.54000000001,0.002393407049115324,5.672284573988592e-06,0.0024399617690530014,8.627457667263037e-08,8.196777183820242e-06,1.1483866742997199e-07,5.1648865612048026e-06,8.627457667263037e-08
1702267074.0888789,537.6755437850952,22965.560000000012,0.0023602057682751768,1.2158625862504012e-05,0.002455620003720101,5.065506890200165e-08,7.978200075528984e-06,8.26113432221807e-08,5.267533412947958e-06,5.065506890200165e-08
1702267092.9341152,556.5207800865173,22965.580000000013,0.002326472000505939,4.865040747576596e-06,0.002464388245306675,4.003803837353977e-08,7.971670220857896e-06,7.473985089306791e-08,5.272594895565285e-06,4.003803837353977e-08
1702267111.7725966,575.3592615127563,22965.600000000013,0.002426078378522354,1.3573467103785454e-05,0.0024388537577287235,1.1132856074032008e-07,8.320896606563257e-06,5.512592833735166e-08,5.0987208771808596e-06,1.1132856074032008e-07
1702267130.6266634,594.2133283615112,22965.620000000014,0.00246865903177569,2.0515507111674656e-05,0.0024293380680279314,6.002934455845298e-08,8.395805990091234e-06,4.5043372098547374e-08,5.20274072381581e-06,6.002934455845298e-08
1702267149.4567454,613.0434103012085,22965.640000000014,0.0024620143684951014,2.148188758247538e-05,0.002431731272793416,3.829553306009756e-08,8.485530112326919e-06,7.030782971827109e-08,5.200410036885077e-06,3.829553306009756e-08
1702267168.3037274,631.8903923034668,22965.660000000014,0.002477161267433721,3.577239105648783e-05,0.0024364759372550926,6.292361729290746e-08,8.38002516285978e-06,1.1709384831294861e-07,5.149831944156236e-06,6.292361729290746e-08
1702267187.1586945,650.7453594207764,22965.680000000015,0.0023499665395268856,1.5824803418433025e-05,0.002457719366505461,7.611013486654858e-08,8.006362999652814e-06,6.388359382360048e-08,5.248034569957432e-06,7.611013486654858e-08
1702267205.9981298,669.5847947597504,22965.700000000015,0.0024298174576189535,4.2335110980152226e-05,0.0024379276254641933,7.956869501205709e-08,8.307600749447321e-06,1.8907709652317728e-07,5.097952228733057e-06,7.956869501205709e-08
1702267224.8478103,688.4344751834869,22965.720000000016,0.002526464675705621,3.977675334842439e-05,0.002420594751203018,4.2462302517578057e-08,8.632717924799773e-06,8.432449776256207e-08,5.045336527049026e-06,4.2462302517578057e-08
1702267243.705203,707.2918679714203,22965.740000000016,0.002301508389583087,3.0954307358676995e-06,0.0025066213165786636,8.190947739679529e-08,7.730540409449887e-06,3.645067407383695e-08,5.425497268637021e-06,8.190947739679529e-08
1702267262.5562036,726.1428685188293,22965.760000000017,0.0024465750449301216,1.8980006460140306e-05,0.002465529883834947,8.200614027048109e-08,8.473315445204373e-06,3.833871825158445e-08,5.292696680782914e-06,8.200614027048109e-08
1702267281.399458,744.9861228466034,22965.780000000017,0.0023366704477818107,9.766536079259899e-06,0.00250230562190605,8.544401455608958e-08,7.85481993549236e-06,9.973835816760135e-08,5.386551841362159e-06,8.544401455608958e-08
1702267300.2473536,763.8340184688568,22965.800000000017,0.0026482355847474823,1.8525224889493224e-05,0.002596920901925566,4.6840108126836794e-08,9.098593569934977e-06,8.756082483797115e-08,5.695675496079279e-06,4.6840108126836794e-08
1702267319.0915847,782.6782495975494,22965.820000000018,0.0023224458795713244,1.3030724758870712e-05,0.002500947047723732,2.713800471524872e-08,7.950592372803872e-06,1.0657305411576665e-07,5.436071248198944e-06,2.713800471524872e-08
