#Procedure: <__main__.zurich_sr830_fsweep>
#Parameters:
#	Delay (s): 10
#	Zurich oscillator #: 1
#	stop frequency (Hz): 1280
#	start frequency (Hz): 1270
#	Frequency Step (Hz): 0.2
#	SR830 addr.: 2::25
#	Zurich addr.: dev4934
#	Zurich demod #: 0
#Data:
UTC,timestamp,f,X_zur,Y_zur,X_sr,Y_sr
1704488754.6157274,60.00903820991516,1269.9999999910005,2.0112553816543884e-05,-9.392960904153013e-05,0.0,0.0
1704488764.6905196,70.0838303565979,1270.2000000075486,9.848011085508068e-05,-9.942842144108693e-05,0.0,0.0
1704488774.7283394,80.12165021896362,1270.4000000240967,1.706446675489898e-05,-9.423848085376714e-05,0.0,0.0
1704488784.772155,90.16546583175659,1270.6000000406448,-9.357866194913364e-05,-7.859525699303799e-05,0.0,0.0
1704488794.813966,100.20727682113647,1270.8000000571928,0.00016303036216818646,-0.00017001286756330655,0.0,0.0
1704488804.853785,110.24709582328796,1271.000000073741,-0.00023776132157501037,9.526038468523297e-05,0.0,0.0
1704488814.8966005,120.2899112701416,1271.200000090289,-0.00023529050282626894,0.00018795952938805324,0.0,0.0
1704488824.9394116,130.33272242546082,1271.3999998936742,-8.582830260221669e-05,-0.00037745554188572,0.0,0.0
1704488834.9812288,140.37453961372375,1271.5999999102223,0.00020920987679627675,-0.00039502666772027624,0.0,0.0
1704488845.0200498,150.41336059570312,1271.7999999267704,-0.00035729745975946256,3.111405110600322e-05,0.0,0.0
1704488855.066858,160.46016883850098,1271.9999999433185,0.0002739566676136886,1.2191962413446443e-05,0.0,0.0
1704488865.1076713,170.50098204612732,1272.1999999598665,0.0001894634821628613,6.461441288532389e-05,0.0,0.0
1704488875.150486,180.54379677772522,1272.3999999764146,-0.00014478231334001085,-7.054264340308084e-05,0.0,0.0
1704488885.1923044,190.58561515808105,1272.5999999929627,5.305911053913718e-05,-0.00010103284834954968,0.0,0.0
1704488895.236115,200.62942576408386,1272.8000000095108,1.7557262389913607e-05,0.00010108293586179101,0.0,0.0
1704488905.272934,210.66624474525452,1273.0000000260588,-5.171955453683965e-05,8.306673026960623e-05,0.0,0.0
1704488915.3197484,220.71305918693542,1273.200000042607,9.23076479640294e-05,4.799987181061588e-06,0.0,0.0
1704488925.357563,230.7508738040924,1273.400000059155,-4.843546148906994e-05,6.909750186305255e-05,0.0,0.0
1704488935.403379,240.79668974876404,1273.600000075703,-3.439480616620801e-05,-2.776641771275733e-05,0.0,0.0
1704488945.4451942,250.83850502967834,1273.8000000922511,-1.0043870072200856e-05,-4.830418088057169e-05,0.0,0.0
1704488955.48501,260.8783206939697,1273.9999998956364,2.2489507151443668e-05,-6.956576700620623e-06,0.0,0.0
1704488965.5288236,270.92213439941406,1274.1999999121845,-1.4408786148698377e-05,2.128323171838053e-05,0.0,0.0
1704488975.56764,280.96095085144043,1274.3999999287325,-2.0303677497971595e-05,1.3938733430019475e-05,0.0,0.0
1704488985.6134555,291.0067663192749,1274.5999999452806,-9.818987761497842e-06,-2.6019875010286032e-05,0.0,0.0
1704488995.654269,301.0475797653198,1274.7999999618287,-1.1296558753356455e-05,3.4691550782901645e-05,0.0,0.0
1704489005.7010815,311.0943922996521,1274.9999999783768,2.733765267908075e-05,4.23264982363294e-05,0.0,0.0
1704489015.740906,321.1342167854309,1275.1999999949248,-4.329840127951504e-05,2.015291939575547e-05,0.0,0.0
1704489025.7817142,331.1750249862671,1275.400000011473,7.442676891861084e-06,-1.862032647525522e-05,0.0,0.0
1704489035.8225296,341.21584033966064,1275.600000028021,7.31091133713124e-06,4.258783115885609e-05,0.0,0.0
1704489045.8643441,351.2576549053192,1275.800000044569,5.138333281906676e-05,8.819796758462848e-06,0.0,0.0
1704489055.9071574,361.30046820640564,1276.0000000611171,-8.403842092758094e-06,-4.9989915927280606e-05,0.0,0.0
1704489065.948974,371.34228467941284,1276.2000000776652,7.110290497022011e-06,-4.654715696794163e-06,0.0,0.0
1704489075.9907894,381.3841001987457,1276.4000000942133,9.37562655420097e-06,-3.5533610357516245e-05,0.0,0.0
1704489086.034657,391.42796778678894,1276.5999998975985,-3.569604256682579e-06,-8.254256533893911e-05,0.0,0.0
1704489096.0754747,401.4687855243683,1276.7999999141466,2.73517532872089e-05,-3.1547860288439087e-05,0.0,0.0
1704489106.116288,411.50959873199463,1276.9999999306947,-1.7102106723903796e-05,2.2984378851895007e-05,0.0,0.0
1704489116.1601033,421.553414106369,1277.1999999472428,9.694062780436292e-06,1.3638380034617002e-05,0.0,0.0
1704489126.19992,431.5932307243347,1277.3999999637908,1.3748517695368437e-05,-3.2873301523594405e-06,0.0,0.0
1704489136.2417977,441.63510847091675,1277.599999980339,-1.4577232399230395e-05,-5.7576462561017064e-06,0.0,0.0
1704489146.2846088,451.67791962623596,1277.799999996887,2.8233251025614077e-07,9.815531192190162e-06,0.0,0.0
1704489156.3224258,461.71573662757874,1278.000000013435,-7.382446215921698e-06,5.142640630971754e-06,0.0,0.0
1704489166.3732362,471.7665469646454,1278.2000000299831,-1.9234843614400062e-07,2.402848401740874e-05,0.0,0.0
1704489176.4120505,481.80536127090454,1278.4000000465312,9.94982590080668e-06,-1.73292668659939e-05,0.0,0.0
