#Procedure: <__main__.zurich_sr830_fsweep>
#Parameters:
#	Delay (s): 1
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 1200
#	start frequency (Hz): 500
#	Frequency Step (Hz): 1
#	SR830 addr.: 2::25
#	Zurich addr.: dev4934
#Data:
UTC,timestamp,f,X_zur,Y_zur,X_sr,Y_sr
1698173505.897488,6.009289026260376,500.0000000165983,1.4003604333444158e-11,8.583815403271963e-11,-0.000316622,-0.000867847
1698173506.9598336,7.071634531021118,501.00000009933865,-1.0820382303009683e-11,4.3956465786623214e-11,-0.000362398,-0.000711445
1698173508.0161798,8.127980709075928,501.9999999689162,-3.755186560824293e-11,-8.113276883141997e-12,-0.000160218,-0.000598911
1698173509.0665336,9.178334474563599,503.00000005165657,-3.752552118999362e-11,-5.3566056153240223e-11,-5.3406e-05,-0.000879291
1698173510.11988,10.231680870056152,503.9999999212341,-1.4588994622523943e-11,-7.666497812522327e-11,0.000192643,-0.00105668
1698173511.1782296,11.290030479431152,505.0000000039745,2.0665402717220893e-11,-6.70226736805455e-11,-4.00546e-05,-0.000791553
1698173512.2285812,12.340382099151611,506.00000008671486,1.5735471547228157e-11,-4.585765463694857e-11,-0.000146867,-0.000688557
1698173513.2829263,13.394727230072021,506.9999999562924,-1.371072366483209e-11,-5.916919233981045e-12,-0.000324251,-0.000625614
1698173514.3432734,14.455074310302734,508.0000000390328,-1.693785305901542e-11,2.3103745597859683e-11,8.39238e-05,-0.000995643
1698173515.3926241,15.504425048828125,508.99999990861033,-4.373544477530152e-12,2.8459083465357148e-11,-0.000474932,-0.000535969
1698173516.44598,16.557780981063843,509.9999999913507,-1.2063455427961373e-11,6.4818400337638265e-12,-9.34605e-05,-0.00080872
1698173517.5033207,17.615121603012085,511.0000000740911,-3.018037580702699e-11,-2.1159267797359405e-11,7.82018e-05,-0.000974659
1698173518.5576694,18.66947031021118,511.9999999436686,-2.8465453125168604e-11,-4.559012892486752e-11,-1.90736e-06,-0.000608448
1698173519.614016,19.72581696510315,513.000000026409,4.045228711132036e-12,-7.546878074917528e-11,-9.53679e-05,-0.000648502
1698173520.6643732,20.776174068450928,513.9999998959865,5.286718697334474e-11,-1.1022356176254406e-10,-8.01091e-05,-0.000566486
1698173521.7177188,21.829519748687744,514.9999999787269,5.82916016370499e-11,-1.0883472855821766e-10,0.000196458,-0.000476839
1698173522.7730665,22.884867429733276,516.0000000614673,4.752836074827113e-11,-9.474491737256802e-11,-0.000242234,-0.000951771
1698173523.831418,23.94321894645691,516.9999999310448,3.699745783921692e-11,-8.624210177920907e-11,4.95913e-05,-0.000764851
1698173524.8837626,24.995563507080078,518.0000000137852,2.9733262793077397e-11,-8.776698596979954e-11,0.000228883,-0.000846867
1698173525.9361129,26.047913789749146,519.0000000965256,1.3012967629369677e-11,-5.62620919701346e-11,2.6703e-05,-0.000873569
1698173526.9914637,27.103264570236206,519.9999999661031,5.537646189091301e-12,-1.5388541532254822e-11,-0.00016594,-0.00097657
1698173528.0508099,28.16261076927185,521.0000000488435,-1.0005560578002792e-11,-1.4049737986059151e-12,-1.52589e-05,-0.000846867
1698173529.1001804,29.211981296539307,521.999999918421,-4.6959543942972605e-11,1.2334382414699018e-11,-0.000186921,-0.000429155
1698173530.1595068,30.271307706832886,523.0000000011614,-8.184171815257047e-11,3.710499995972291e-11,-0.000164033,-0.000719074
1698173531.2068605,31.31866145133972,524.0000000839018,-8.526123600960265e-11,5.287967892753807e-11,-0.000183106,-0.000740055
1698173532.2662065,32.37800741195679,524.9999999534793,-7.061021450561378e-11,4.161880063581983e-11,-0.000167848,-0.00065041
1698173533.3195567,33.431357622146606,526.0000000362197,-8.054651276333669e-11,-1.8659640131544396e-11,-0.000205995,-0.000917438
1698173534.3759038,34.48770475387573,526.9999999057973,-9.858136966114211e-11,-6.608231400003133e-11,-0.000171662,-0.000715259
1698173535.4282537,35.54005455970764,527.9999999885376,-1.0826114996839989e-10,-7.63636251906484e-11,-0.000154496,-0.000675205
1698173536.4806027,36.59240365028381,529.000000071278,-1.0423515391941702e-10,-8.544744033671223e-11,-0.000247957,-0.00055695
1698173537.535948,37.647748947143555,529.9999999408556,-9.44133240142281e-11,-1.0525120742137991e-10,-0.000259401,-0.000720982
1698173538.589302,38.70110297203064,531.0000000235959,-7.197802164842664e-11,-9.09930022195498e-11,2.47956e-05,-0.000570301
1698173539.647647,39.75944781303406,532.0000001063363,-5.0546651878539147e-11,-6.814472326907957e-11,-0.000257494,-0.000551227
1698173540.7000048,40.811805725097656,532.9999999759139,-4.6201245218622686e-11,-6.918767776150833e-11,2.86103e-05,-0.000871662
1698173541.753348,41.86514902114868,534.0000000586542,-2.4557574068805868e-11,-6.007053012380978e-11,-0.000116349,-0.000534061
1698173542.8066936,42.91849446296692,534.9999999282318,-6.522593488285651e-12,-4.5705401215047615e-11,-0.000425341,-0.00115586
1698173543.8620453,43.973846197128296,536.0000000109721,-8.355323955977226e-12,-5.438137260910625e-11,0.000932697,-0.000560764
1698173544.9164066,45.028207540512085,537.0000000937125,-2.9058202535778124e-11,-4.579216463946964e-11,-0.00064278,0.00263406
1698173545.9797354,46.09153628349304,537.9999999632901,-3.5306158555882565e-11,-6.201203953915521e-12,-0.00986487,-0.00450328
1698173547.0250888,47.136889696121216,539.0000000460304,-9.489308926488105e-12,3.254073673599352e-11,0.0250188,-0.0269223
1698173548.07944,48.19124102592468,539.999999915608,1.6268111158451924e-11,2.9510819430535674e-11,-0.000467302,0.0546095
1698173549.1377826,49.24958348274231,540.9999999983484,3.3864389149627965e-11,1.601511816535818e-11,-0.0332491,-0.0145436
1698173550.1841397,50.2959406375885,542.0000000810887,3.047436962007213e-11,1.8289705131620963e-11,-0.0055199,-0.00940138
1698173551.2444818,51.35628271102905,542.9999999506663,3.348313718130165e-11,2.0087186025598667e-11,-0.0024891,-0.0026436
1698173552.292836,52.4046368598938,544.0000000334066,4.684606505215691e-11,3.001668173400837e-11,-0.00120545,-6.10356e-05
