#Procedure: <__main__.zurich_sr830_fsweep>
#Parameters:
#	Delay (s): 1
#	Drive Amplitude (Vpp): 1
#	stop frequency (Hz): 1200
#	start frequency (Hz): 500
#	Frequency Step (Hz): 1
#	SR830 addr.: 2::25
#	Zurich addr.: dev4934
#Data:
UTC,timestamp,f,X_zur,Y_zur,X_sr,Y_sr
1698173030.3445365,6.0072901248931885,500.0000000165983,-4.357342041893252e-12,7.010558902928894e-11,-0.000169755,-0.000572208
1698173031.4188752,7.081628799438477,501.00000009933865,3.4260915933230283e-11,4.7046678415539e-11,-0.000320436,-0.000885013
1698173032.4762235,8.13897705078125,501.9999999689162,5.7187424200802344e-11,3.725768627112562e-11,-0.000179292,-0.00133706
1698173033.5355656,9.19831919670105,503.00000005165657,2.5209196451653288e-11,4.839865417085932e-11,-3.05178e-05,-0.000526432
1698173034.585919,10.248672485351562,503.9999999212341,-1.4287950894736027e-11,3.1861780473178505e-11,-0.000425341,-0.00073624
1698173035.63727,11.300023555755615,505.0000000039745,-1.3317474473171584e-11,-5.827187424404163e-12,-0.00024605,-0.0008297
1698173036.6906176,12.353371143341064,506.00000008671486,-2.4346942405526156e-12,-4.2691191614367526e-11,-0.000131608,-0.000938419
1698173037.743969,13.40672254562378,506.9999999562924,2.0578330086011898e-11,-3.714600077967431e-11,-8.39238e-05,-0.000938419
1698173038.798318,14.461071491241455,508.0000000390328,2.944446365405325e-11,4.2935836024213245e-12,7.82018e-05,-0.000885013
1698173039.8566618,15.519415378570557,508.99999990861033,-2.2560345590449577e-12,2.07395505047348e-11,-0.000251772,-0.000686649
1698173040.908012,16.570765495300293,509.9999999913507,-3.11980990256395e-11,6.561615384800476e-12,-0.000236512,-0.00103761
1698173041.9613621,17.624115705490112,511.0000000740911,-3.184916483627038e-11,-1.2222140351031175e-11,-0.000106812,-0.00111008
1698173043.015713,18.67846655845642,511.9999999436686,-2.7195293485678887e-11,-1.3934774902666028e-11,-0.000221253,-0.00101662
1698173044.0720587,19.734812259674072,513.000000026409,-1.2194002533417472e-11,5.1776058063507036e-12,-0.000213624,-0.000516895
